asset_id;original_carbon_footprint;refurb_carbon_cost;avoided_new_manufacturing_emissions;materials_recovered_kg;landfill_diversion_kg;circular_economy_value
AST001830;315.7;35.7;243.9;3.36;2.25;413.15
AST001832;313.6;25.2;52.3;1.5;2.12;0
AST001833;281.8;15.8;229.2;3.28;2.25;221.86
AST001834;135.3;8.6;105.6;0.61;0.45;103.1
AST001835;309.3;22.1;258.1;3.55;2.25;350.94
AST001836;294;39.4;57.3;1.5;2.12;0
AST001837;194.9;27.3;154;6.7;4.5;257.75
AST001838;273.7;17.6;229.8;3.74;2.25;359.17
AST001840;235.6;21.2;191.1;11.41;7.2;301.89
AST001841;281.2;34.9;42.6;1.5;2.12;0
AST001842;316;46.2;238.3;3.89;2.25;521.14
AST001843;272.9;17.2;214.4;10.42;7.2;348.74
AST001844;283.9;41.7;220.1;3.21;2.25;395.66
AST001846;251.2;29.9;191.6;12.61;7.2;207.8
AST001847;77.4;9.6;17.6;0.12;0.17;0
AST001848;150.8;13.2;125.4;0.61;0.45;179.33
AST001849;1217;110.4;1022;23.2;13.5;2098.7
AST001851;244.3;12.8;39.1;4.8;6.8;0
AST001855;210.7;17.6;171.3;6.52;4.5;107.64
AST001856;180.4;11.3;147.9;6.51;4.5;120.36
AST001859;300.8;42.9;248.7;3.93;2.25;678.28
AST001861;1151.7;86.2;916.2;20.56;13.5;1075.84
AST001862;155.3;11.7;127.1;0.53;0.45;325.53
AST001863;1128.6;101.6;933.5;24.95;13.5;1826.34
AST001864;158.8;8.7;126;0.63;0.45;244.66
AST001865;311;23.8;255.1;3.58;2.25;368.14
AST001866;327.3;42.4;257.3;3.87;2.25;355.66
AST001867;287;25.6;241.3;4;2.25;307.41
AST001868;291.2;16.7;220.2;3.65;2.25;292.66
AST001869;1212.1;173.8;200.6;9;12.75;0
AST001870;290.6;36;227.3;3.52;2.25;457.14
AST001871;230.4;31.2;181.8;10.17;7.2;166.66
AST001872;252.1;25.8;190.4;10.73;7.2;357.74
AST001875;315.7;37.5;265.2;3.47;2.25;382.63
AST001876;271.3;17.6;59;4.8;6.8;0
AST001877;294.6;35.3;226.6;3.16;2.25;88.38
AST001878;1286.1;171.6;998.3;21.54;13.5;1590.08
AST001879;200.9;21.4;155.4;6.53;4.5;154.71
AST001880;235.5;30.1;186.6;11.91;7.2;70.65
AST001881;211.2;24.4;161;7.16;4.5;168.3
AST001882;258.8;27.2;198.8;10.43;7.2;332.11
AST001883;271;19.2;48.1;1.5;2.12;0
AST001884;235.6;30.7;37.2;4.8;6.8;0
AST001885;246.4;27.9;193.5;11.47;7.2;319.57
AST001886;1292.8;150.4;995.7;23.36;13.5;387.84
AST001887;1222.5;118.7;925.9;20.95;13.5;1360.05
AST001888;300.1;36.3;237.9;3.73;2.25;612.64
AST001889;259.5;37.2;204.4;13.58;7.2;420.29
AST001890;1085.3;59.8;849.5;21.57;13.5;1668.67
AST001891;259.3;17.9;44.3;4.8;6.8;0
AST001892;299.6;26.2;62.8;1.5;2.12;0
AST001893;323.7;38.2;49.3;1.5;2.12;0
AST001894;278.2;41.2;209.8;3.83;2.25;400.82
AST001895;303.1;41.8;60.1;1.5;2.12;0
AST001897;1139.8;142.6;930.6;24.44;13.5;341.94
AST001899;263;24.1;200.9;11.81;7.2;78.9
AST001900;270.9;32.9;211.6;12.29;7.2;204.78
AST001901;268.6;24.2;66.2;4.8;6.8;0
AST001902;316.1;21.6;253.1;3.18;2.25;511.72
AST001903;190;12.8;144.6;7.1;4.5;188.15
AST001904;201.8;19.8;166.4;6.03;4.5;136.29
AST001905;320.5;36.4;270.8;3.92;2.25;326.2
AST001906;304.8;45.6;251.2;3.44;2.25;454.86
AST001907;281.9;22;212.2;3.11;2.25;450.77
AST001908;150.1;7.7;120.1;0.58;0.45;181.08
AST001909;324.3;21;244.8;3.61;2.25;97.29
AST001911;311;41.5;249;3.86;2.25;93.3
AST001913;316;39.7;243.9;3.56;2.25;425.7
AST001914;262.2;17.3;210.6;10.11;7.2;120.04
AST001916;217.3;23.9;173.2;6.96;4.5;182.79
AST001917;280.1;29.8;225;3.28;2.25;84.03
AST001918;202.2;21.3;166.7;6.16;4.5;142.08
AST001920;227.9;15.6;52.5;4.8;6.8;0
AST001922;321.8;25;250.5;3.56;2.25;261.81
AST001923;286.4;27.3;239.3;3.18;2.25;345.65
AST001924;269.9;37;228.1;13.13;7.2;269.35
AST001925;156.3;22.6;119.1;0.55;0.45;265.54
AST001926;72.6;4.9;60.8;0.22;0.18;261
AST001927;306;19.5;252.2;3.46;2.25;325.09
AST001928;277.5;20.3;230.7;3.78;2.25;281.2
AST001929;262.5;15.7;219.6;11.14;7.2;431.35
AST001931;252.6;19.1;209.6;10.15;7.2;75.78
AST001933;139.7;10.6;112.2;0.63;0.45;206.29
AST001934;251.8;29.7;203.3;12.22;7.2;287.86
AST001935;213.4;28.4;167.6;6.96;4.5;113.24
AST001936;232.4;13;39.3;4.8;6.8;0
AST001937;297.5;42.7;235.4;3.23;2.25;279.19
AST001938;317.1;46.6;242.1;3.24;2.25;230.77
AST001941;143.9;21.6;113.8;0.6;0.45;167.87
AST001943;163.1;15.7;132.9;0.55;0.45;238.1
AST001944;199.2;13.5;159.7;7.09;4.5;115.42
AST001945;162;18.4;125.7;0.66;0.45;167.17
AST001946;329;17.1;278.9;3.47;2.25;98.7
AST001947;189.3;16.5;160.1;7.57;4.5;104.14
AST001948;1292.4;166.5;240.8;9;12.75;0
AST001951;303.9;42.4;238.8;3.87;2.25;300.98
AST001953;139.1;15.8;114.5;0.62;0.45;163.77
AST001955;313.2;35.4;241.5;3.37;2.25;338.77
AST001956;203.4;28.9;168.2;7.27;4.5;174.2
AST001958;230.8;21.7;192.2;10.05;7.2;261.88
AST001959;240.5;14.4;192.1;12.81;7.2;163.93
AST001960;1163.4;115.9;917.6;21.79;13.5;1093.9
AST001961;326.1;18.6;269.3;3.71;2.25;229.04
AST001962;227;16.9;172.1;12.96;7.2;373.33
AST001963;203.9;13.4;159.7;6.84;4.5;175.96
AST001964;235.1;22.1;190.8;11.04;7.2;150.36
AST001966;262.5;33.9;218.3;11.64;7.2;421.69
AST001968;1173;101;914.9;21.2;13.5;944.17
AST001969;299.9;22.7;250.5;3.48;2.25;226.41
AST001970;288.2;42.2;233.3;3.89;2.25;250.17
AST001971;267.2;24;210.6;9.99;7.2;322.64
AST001972;1165.5;107.1;950.7;22.66;13.5;1009.02
AST001973;225.3;18.4;189.3;10.87;7.2;311.18
AST001974;78.3;4.4;59.8;0.21;0.18;183.41
AST001976;258.3;30.2;212.7;12.21;7.2;212.79
AST001980;309.6;19.9;253.1;3.35;2.25;376.05
AST001982;273.9;29.3;222.6;3.17;2.25;231.78
AST001983;328;22.3;270.4;3.82;2.25;320.1
AST001984;256.9;27.6;61.1;4.8;6.8;0
AST001986;1197.7;171.4;279.8;9;12.75;0
AST001987;207.1;29.5;36.2;3;4.25;0
AST001989;271.6;21.4;219.6;3.45;2.25;396.8
AST001990;328.2;27.1;274.7;3.63;2.25;273.29
AST001991;212.7;21.8;159.7;6.79;4.5;109.05
AST001992;245.1;25.7;57.4;4.8;6.8;0
AST001994;279.6;26.3;217.5;3.74;2.25;501.88
AST001995;301.2;35;244.9;3.18;2.25;90.36
AST001996;182.9;26.1;137.4;6.9;4.5;159.05
AST001997;137.3;18.3;109.3;0.56;0.45;144.96
AST002000;1217;161;227.2;9;12.75;0
AST002001;298.3;25.8;228.7;3.49;2.25;338.52
AST002002;1180;129.6;980.7;23.18;13.5;769.53
AST002003;225.8;31.7;187.2;10.58;7.2;212.82
AST002004;296.9;37;69.1;1.5;2.12;0
AST002006;230.6;32.3;183.7;11.72;7.2;182.24
AST002008;1288.9;108.5;971.3;22.3;13.5;1667.75
AST002009;1106.9;121.4;898.3;22.11;13.5;1396.74
AST002010;290.7;14.6;225.7;3.44;2.25;303.77
AST002012;321.8;22.8;79;1.5;2.12;0
AST002013;228.4;27.6;190.8;12.17;7.2;68.52
AST002014;313.3;19.3;65.2;1.5;2.12;0
AST002015;1113.3;63.2;945.2;22.32;13.5;910.73
AST002016;329.1;45.8;249.5;3.5;2.25;317.74
AST002017;270.4;19.2;224.2;10.69;7.2;149.93
AST002018;186.7;18.5;149;7.19;4.5;56.01
AST002020;250;20.6;202;13;7.2;173.45
AST002021;185.5;13.6;140.5;6.74;4.5;125.16
AST002022;76;10;17.4;0.12;0.17;0
AST002025;271.5;25.4;59.6;1.5;2.12;0
AST002026;262.1;19.4;220.9;13.42;7.2;230.75
AST002029;285.9;16.3;232;3.26;2.25;497.93
AST002030;1137.1;156.2;950.4;22.73;13.5;1677.35
AST002033;304.3;40.6;64.6;1.5;2.12;0
AST002036;1270.1;125.2;1074.9;23.78;13.5;1771.41
AST002037;82.6;4.4;63.7;0.26;0.18;223.88
AST002038;1287.7;152.6;985.7;22.54;13.5;906.79
AST002040;232.6;14.7;46.6;4.8;6.8;0
AST002041;267;33.6;202.4;11.14;7.2;339.93
AST002042;137.8;15.9;113.5;0.55;0.45;167.83
AST002043;308.5;40.1;246.5;3.74;2.25;92.55
AST002044;274.5;20.7;218.2;11.74;7.2;82.35
AST002045;1288.6;172.6;1035.5;23.08;13.5;2285.44
AST002046;248.6;34.5;42.1;4.8;6.8;0
AST002047;214;17.8;162.5;6.42;4.5;128.64
AST002048;1319.6;89.3;1008.1;19.41;13.5;1477.13
AST002049;180.6;10.5;152.9;7.05;4.5;155.46
AST002053;273.4;35;60.1;1.5;2.12;0
AST002055;238.4;15.8;190;10.43;7.2;310.12
AST002056;303.8;33.9;250.5;3.64;2.25;354.24
AST002057;277.4;17.4;232.1;3.67;2.25;342.71
AST002058;307.7;30.3;245.9;3.72;2.25;256.14
AST002060;311.4;35.8;234.8;3.63;2.25;271.2
AST002061;313;42.2;254.8;3.96;2.25;230.75
AST002062;78.9;9.8;16.3;0.12;0.17;0
AST002063;313.2;42.3;61.6;1.5;2.12;0
AST002064;322.7;18.3;72.6;1.5;2.12;0
AST002066;1166.8;144.5;190.8;9;12.75;0
AST002067;1301.6;97.6;1008.1;22.89;13.5;1173.61
AST002068;268.8;25.2;202.3;10.14;7.2;397.47
AST002069;215.4;12.1;182;7.17;4.5;185.22
AST002070;234;33.9;193.6;10.54;7.2;331.52
AST002071;263.5;27.7;53.5;4.8;6.8;0
AST002073;259.1;37.3;212.3;11.74;7.2;151.35
AST002074;234.7;30.5;196.7;11.69;7.2;337.6
AST002075;243.7;16.2;52.8;4.8;6.8;0
AST002076;1232.9;93.1;981.7;25.63;13.5;1955.69
AST002077;1120.1;106.6;847.2;24.19;13.5;2057.6
AST002079;288.7;35.5;50;1.5;2.12;0
AST002081;180.1;21.2;137.7;7.17;4.5;54.03
AST002082;279.3;19.7;233.3;3.63;2.25;242.91
AST002083;261.7;27.1;221.3;13.26;7.2;163.48
AST002084;240.5;28.5;184.8;12.58;7.2;326.29
AST002085;244.3;24.4;206.8;11.11;7.2;225.74
AST002086;1137.3;67.7;962.9;23.57;13.5;1436.7
AST002087;300.3;24.5;242.3;3.86;2.25;90.09
AST002088;1141.9;93.2;883.2;22.85;13.5;1090.53
AST002089;294.4;22.1;241.6;3.36;2.25;593.64
AST002090;1246.9;137.4;971.4;22.46;13.5;1434.06
AST002091;1110.8;163.1;856.9;22.9;13.5;1275.46
AST002092;279.5;39;230.5;3.82;2.25;265.17
AST002093;279;17.5;57;1.5;2.12;0
AST002095;271;35.8;56.1;1.5;2.12;0
AST002096;211.6;27.8;162.2;6.34;4.5;146.66
AST002097;274.5;29;215.9;3.86;2.25;348.43
AST002098;241.9;16.2;194;11.63;7.2;208.5
AST002099;324.3;37.9;245.8;3.35;2.25;272.27
AST002100;247;14.7;55.5;4.8;6.8;0
AST002101;231.1;16.4;37;4.8;6.8;0
AST002103;1218.7;137;293.7;9;12.75;0
AST002104;297;29;229.4;3.75;2.25;306.92
AST002107;324.5;47.6;254.5;3.86;2.25;675.62
AST002109;1279;172.8;1026;22.46;13.5;383.7
AST002110;286.3;14.7;236.1;3.5;2.25;192.85
AST002111;292.9;15.3;54.9;1.5;2.12;0
AST002113;149;22;126.2;0.6;0.45;267.5
AST002114;241.2;35.6;200.2;12.82;7.2;175.02
AST002115;278.5;22.2;57.5;1.5;2.12;0
AST002116;249.5;19.1;51.6;4.8;6.8;0
AST002117;324.2;47.4;259.6;3.32;2.25;463.24
AST002118;291.5;17.8;237.9;3.68;2.25;439.77
AST002119;280.2;32;220.2;3.28;2.25;214.69
AST002121;256.1;21.5;209.8;10.24;7.2;307.66
AST002122;1162;166.4;948;24.01;13.5;1735.63
AST002123;301;18.8;235;3.56;2.25;605.19
AST002124;211.3;27.6;165.2;6.4;4.5;175.51
AST002127;247.8;20.6;193.7;11.14;7.2;280.43
AST002128;307.2;28.3;242.8;3.64;2.25;467.35
AST002129;1247.2;130.6;957.7;21.34;13.5;931.14
AST002130;151.4;18.8;124.5;0.62;0.45;129.72
AST002131;215;25.7;165.4;7.05;4.5;169.02
AST002132;207.3;17.9;163.1;7.65;4.5;141.82
AST002133;247;17.8;188.2;11.08;7.2;327.02
AST002134;303.9;27.7;232.5;3.68;2.25;566.77
AST002136;291.8;26.2;232.9;3.51;2.25;380.9
AST002137;255;32.5;202.4;11.2;7.2;215.05
AST002138;312;24.9;255.9;3.23;2.25;248.27
AST002140;241.6;34.8;201.2;10.97;7.2;226.61
AST002141;295.7;27.4;247.6;3.62;2.25;301.17
AST002142;271.7;32.2;215;3.14;2.25;246.61
AST002143;270.2;22.2;57.5;4.8;6.8;0
AST002144;301.8;27.3;229.7;3.32;2.25;384.47
AST002145;144.4;7.8;110.8;0.59;0.45;176.18
AST002146;272.7;14.9;215.1;3;2.25;81.81
AST002147;229.6;30.7;176.8;11.42;7.2;246.55
AST002148;253.7;36.8;206.2;11.97;7.2;314.57
AST002149;1205.5;130.5;200;9;12.75;0
AST002150;307.2;20.1;250.2;3.28;2.25;496.2
AST002151;194.5;17.9;162.6;6.96;4.5;152.58
AST002152;272.4;24.2;222.1;3.28;2.25;592.67
AST002154;242.1;29.6;203;11.99;7.2;149.09
AST002155;322.5;16.5;263.6;3.45;2.25;290.18
AST002156;263.4;38.3;64.6;4.8;6.8;0
AST002159;1094.6;135.8;912;23.48;13.5;328.38
AST002161;289.9;37.9;218.7;3.21;2.25;501.07
AST002162;302.9;22.3;236.9;3.68;2.25;90.87
AST002163;302.3;28.8;50.2;1.5;2.12;0
AST002164;244.1;21.7;198.9;11.05;7.2;189.01
AST002165;155.1;20;130.9;0.64;0.45;375.38
AST002166;298.1;36.1;238.8;3.66;2.25;499.65
AST002167;320.1;43;254.9;3.1;2.25;481.61
AST002168;278.5;22.4;232.7;3.79;2.25;166.5
AST002169;140.4;13.4;115.7;0.64;0.45;156.55
AST002170;282.2;24.6;229.2;3.86;2.25;328.8
AST002171;305.4;20.7;248;3.66;2.25;300.12
AST002172;272.9;19.8;217.2;11.52;7.2;228.14
AST002173;1164.7;139.3;910;23.35;13.5;349.41
AST002174;204.8;26.1;164;5.85;4.5;160.14
AST002175;1243.9;90.1;977.1;24.81;13.5;981.9
AST002177;261.3;26.4;211.4;11.26;7.2;146.78
AST002178;145.8;20.3;112.1;0.68;0.45;265.15
AST002179;251.4;33.2;199.7;12.81;7.2;75.42
AST002180;289.8;15.3;222.4;3.7;2.25;273.9
AST002181;265.1;30.6;49.5;4.8;6.8;0
AST002184;302.9;32.9;252.9;3.2;2.25;450.07
AST002186;261;39.1;215.8;10.22;7.2;248.75
AST002187;225.1;20.8;182.8;11.15;7.2;282.25
AST002189;1269.7;130.8;1007.9;25.5;13.5;700.67
AST002190;243.9;20.8;200.7;11.72;7.2;430.87
AST002191;259.7;28.1;204.7;10.63;7.2;121.74
AST002192;284.4;29.9;240.9;3.34;2.25;561.75
AST002193;275.5;16.7;228.2;3.55;2.25;367.48
AST002194;233.4;33.3;195.7;12.91;7.2;244.7
AST002195;314.4;43.1;262.6;3.5;2.25;468.1
AST002199;294.5;36.7;44.7;1.5;2.12;0
AST002200;230.5;25.8;179.4;12.29;7.2;210.87
AST002201;296.8;24.7;71.2;1.5;2.12;0
AST002202;212.7;20.9;170.3;5.87;4.5;165.52
AST002205;225.7;13.1;173.2;11.25;7.2;221.21
AST002206;238.5;21.7;49.8;4.8;6.8;0
AST002207;1259.8;170.7;1028.4;21.69;13.5;1947.14
AST002208;317.5;43.1;261.4;3.93;2.25;399.36
AST002209;280.9;39.2;233.4;3.45;2.25;444.01
AST002210;236.4;24.5;178.6;11.71;7.2;272.74
AST002211;209.1;18.2;33.2;3;4.25;0
AST002214;264;30.1;200.2;11.44;7.2;248.56
AST002217;1170.9;175.6;968.4;21.72;13.5;1364.75
AST002218;302.1;19.2;247.4;3.41;2.25;253.27
AST002220;1088;58;253.4;9;12.75;0
AST002222;295.2;25.1;241.2;3.39;2.25;190.18
AST002223;293.5;18.8;227;3.74;2.25;464.25
AST002224;278.1;37.8;214.1;3.99;2.25;206.75
AST002225;1194;164;280.6;9;12.75;0
AST002226;289.9;16.6;63;1.5;2.12;0
AST002227;1206.3;97.4;935.9;22.94;13.5;1186.04
AST002231;248.9;35.4;58.7;4.8;6.8;0
AST002232;234.5;18.3;183.8;10.7;7.2;273.12
AST002233;1303.4;103.7;1029.4;23.54;13.5;1840.61
AST002235;302.8;16.8;245.3;3.21;2.25;316.41
AST002236;263.5;16.1;204.4;13.39;7.2;304.47
AST002237;313.8;16.8;263.6;3.51;2.25;280.79
AST002238;269.9;18.1;207.1;10.48;7.2;663.03
AST002239;292.1;27.9;229.6;3.53;2.25;192.31
AST002240;325.9;43.6;50.6;1.5;2.12;0
AST002241;140.5;13.5;116.8;0.61;0.45;288.64
AST002242;278.8;35;216.8;3.61;2.25;284.87
AST002243;1256.3;72.4;983.7;25.13;13.5;1294.23
AST002244;272.5;14.8;210.9;12.26;7.2;433.58
AST002245;303.3;40;243.6;3.08;2.25;90.99
AST002246;247.8;22.7;207.6;11.26;7.2;273.68
AST002247;238.1;13.4;188.4;10.18;7.2;268.73
AST002248;329.7;18.5;273.7;3.43;2.25;538.57
AST002249;294;14.7;246.1;3.68;2.25;342.64
AST002250;309;17.1;233.7;3.73;2.25;362.28
AST002251;308.9;31.6;241.9;3.54;2.25;444.4
AST002252;191.2;11.9;156.6;6.75;4.5;174.84
AST002253;231.2;16.2;46.4;4.8;6.8;0
AST002254;277.5;22.6;222.6;3.47;2.25;559.87
AST002255;1162.1;101;196.6;9;12.75;0
AST002256;314.1;16.7;78.3;1.5;2.12;0
AST002257;183.8;23.1;146.2;7.22;4.5;93.23
AST002258;321.1;46.8;263.5;3.38;2.25;211.2
AST002260;1247.2;177.2;307.1;9;12.75;0
AST002262;292.3;17.3;220.9;3.6;2.25;169.66
AST002264;296.3;25.3;222.9;3.39;2.25;472.39
AST002265;246.5;25.8;185.6;11.73;7.2;274.81
AST002266;283.4;28.8;214.3;3.52;2.25;169.85
AST002267;263.6;20.2;215.3;10.36;7.2;279.75
AST002268;152.4;17.5;121.1;0.61;0.45;123.14
AST002269;277.4;37.8;232.3;3.42;2.25;492.89
AST002270;258.1;16.5;207.2;11.54;7.2;218.18
AST002271;236.7;26.3;193.5;10.3;7.2;295.15
AST002272;303.3;19.7;244.6;3.19;2.25;255.23
AST002273;285.2;21;219.4;3.31;2.25;392.4
AST002274;248.4;17.9;191.4;12.2;7.2;333.56
AST002275;217.7;30.8;173;6.92;4.5;129.13
AST002276;304.6;21;250.2;3.63;2.25;611.04
AST002278;233.2;32.3;198.2;10.53;7.2;225.21
AST002279;307.5;43;233.6;3.32;2.25;332.55
AST002281;253.9;22.6;196.9;10.92;7.2;230.22
AST002282;238.8;30.6;49;4.8;6.8;0
AST002283;1267.7;94.6;273.3;9;12.75;0
AST002284;292.8;39;238.6;3.8;2.25;549.84
AST002286;318.3;35.5;261.4;3.16;2.25;95.49
AST002287;84.1;5.6;69;0.24;0.18;447.99
AST002288;296;39.1;69.1;1.5;2.12;0
AST002289;297.1;41.3;249.3;3.33;2.25;408.06
AST002290;278.9;39.9;47.3;1.5;2.12;0
AST002291;1168.2;155.7;905.4;22.41;13.5;1569.34
AST002292;1226.3;114.7;1037.7;25.48;13.5;2378.91
AST002293;271.5;36.4;228.5;10.89;7.2;206.08
AST002294;226.2;32;173.9;11.14;7.2;361.26
AST002295;312.9;18.4;236.5;3.81;2.25;328.14
AST002296;155.3;17.8;25.3;0.3;0.42;0
AST002297;258.1;28.3;193.9;10.21;7.2;428.25
AST002298;267.5;14;225.8;12.32;7.2;160.15
AST002299;314.7;43.9;242.9;3.53;2.25;275.25
AST002300;323.5;18.2;270.4;3.55;2.25;469.49
AST002301;219.1;16.5;167;6.12;4.5;147.06
AST002302;1225.8;170.2;237.1;9;12.75;0
AST002304;152.2;12;118.8;0.63;0.45;251.15
AST002305;299.5;25.7;46.9;1.5;2.12;0
AST002306;276.7;17.2;228.9;3.78;2.25;569.67
AST002308;263.2;18.9;202.6;11.68;7.2;430.84
AST002309;264.4;28.5;221.9;12.67;7.2;79.32
AST002310;1291.9;155.8;1059.9;25.92;13.5;1033.58
AST002311;302.4;36.9;70;1.5;2.12;0
AST002312;1183.8;110.1;946.8;24.71;13.5;897.53
AST002313;315.1;36.9;241;3.62;2.25;474.91
AST002314;1216.6;144.9;931.4;24.77;13.5;2426.39
AST002315;319.1;20.9;258.3;3.52;2.25;604.66
AST002316;1089.1;78.9;836.5;20.86;13.5;1637.24
AST002318;278.3;41.7;57.5;1.5;2.12;0
AST002320;1158.3;128;913.8;20.71;13.5;848.88
AST002321;245;29.9;204.2;11.75;7.2;205.14
AST002322;281.6;29.8;223.2;3.71;2.25;246.75
AST002323;254.6;27.1;201.3;9.98;7.2;171.04
AST002325;275.9;31.6;211.9;3.68;2.25;684.34
AST002326;295.5;30.4;234.3;3.1;2.25;356.3
AST002327;279.3;37.9;224.7;3.86;2.25;295.45
AST002328;259.6;35.6;214.8;13.2;7.2;77.88
AST002329;303.1;34.6;246.6;3.62;2.25;320.66
AST002330;278;30.1;208.7;3.33;2.25;267.53
AST002331;280.2;21.3;215.5;3.6;2.25;230.57
AST002332;209.6;17.6;173.2;6.49;4.5;62.88
AST002334;1100.5;61.6;904.7;22.43;13.5;827.97
AST002335;316.1;45.6;60.1;1.5;2.12;0
AST002336;290.6;43.1;61.3;1.5;2.12;0
AST002337;162.8;10.1;131.3;0.56;0.45;142.37
AST002338;270.7;17.2;45.1;1.5;2.12;0
AST002339;232.7;29.4;180.9;12.61;7.2;199.97
AST002340;329.3;29.5;278.6;3.36;2.25;193.71
AST002341;202.6;12.6;166.8;6.12;4.5;158.53
AST002342;279.9;27.2;210.9;3.44;2.25;392.43
AST002344;273;13.9;208.5;3.35;2.25;165.47
AST002345;197.8;16.9;156.2;7.22;4.5;59.34
AST002346;1249.6;116.3;943.2;23.39;13.5;1104.96
AST002347;231.7;20.5;57;4.8;6.8;0
AST002348;145.9;12.1;123.3;0.55;0.45;212.68
AST002349;289.7;42.9;226.1;3;2.25;86.91
AST002350;264.8;19.3;218.6;12.4;7.2;214.74
AST002351;1273.4;156;1015.3;21.71;13.5;1866.93
AST002352;239.3;13.9;182.3;10.72;7.2;71.79
AST002353;304;18.2;240.8;3.79;2.25;766.64
AST002354;309.5;25.8;261.9;3.49;2.25;450.2
AST002355;1115.5;65;884;22.13;13.5;1682.95
AST002356;258.3;27.8;212.8;10.65;7.2;446.52
AST002357;164.4;22.8;138.2;0.63;0.45;200.24
AST002359;198.4;24.6;150.8;7.01;4.5;195.33
AST002360;250.9;26;39.4;4.8;6.8;0
AST002363;242.5;16.9;204.5;12.38;7.2;205.12
AST002364;158.4;12.7;28.9;0.3;0.42;0
AST002365;269.4;17;227.1;11.75;7.2;176.62
AST002366;260.1;35.2;213.3;10.34;7.2;253.83
AST002368;232.9;21;196.2;10.5;7.2;218.74
AST002371;190.2;25.6;154.5;6.18;4.5;141.34
AST002372;255.4;26.5;216.7;11.26;7.2;76.62
AST002373;243.2;33.9;184.9;11.98;7.2;405.08
AST002374;314.8;34.4;264.3;3.09;2.25;280.65
AST002375;1279.5;144.5;1083.1;21.74;13.5;1372.81
AST002376;235.3;24.8;198.9;10.2;7.2;232.25
AST002379;235.8;26.6;187.8;11.69;7.2;669.24
AST002380;243.8;16.8;197.6;11.26;7.2;459.45
AST002381;145.7;19.7;109.6;0.55;0.45;228
AST002382;242;30.7;197.3;10.31;7.2;336.71
AST002383;272.7;16.2;231.3;3.03;2.25;444.63
AST002386;140.9;15.4;119.1;0.57;0.45;234.07
AST002388;144.9;18.4;25.5;0.3;0.42;0
AST002389;1109.1;74.2;245.7;9;12.75;0
AST002390;283.4;28.9;231.9;3.53;2.25;149.04
AST002391;281.9;32.6;222.2;3.66;2.25;184.39
AST002392;314.7;18.8;243.1;3.49;2.25;94.41
AST002393;277.4;36;231.3;3.38;2.25;83.22
AST002394;254.7;34.6;215.4;11.66;7.2;181.8
AST002395;1234.9;173.2;1017.2;23.43;13.5;988.2
AST002397;285.4;42.5;224.5;3.26;2.25;424.01
AST002398;155.3;18.7;117.7;0.68;0.45;245.66
AST002400;285;32.6;217.8;3.16;2.25;85.5
AST002401;143.1;17.4;119.7;0.64;0.45;186.8
AST002403;284.1;31.7;214.4;4;2.25;179.19
AST002405;245.4;35;193.8;13.3;7.2;279.92
AST002406;230;28.3;180.7;11.62;7.2;69
AST002407;308.7;16.7;251.3;3.65;2.25;547.01
AST002408;249;17.8;194.7;12.47;7.2;297.57
AST002409;279.5;27.8;215.7;3.88;2.25;631.59
AST002411;84.1;11.5;63.7;0.22;0.18;267.69
AST002412;312.5;33.5;56.6;1.5;2.12;0
AST002414;148.9;15.9;113.1;0.57;0.45;175.29
AST002415;321.1;23.6;245.1;3.39;2.25;273.39
AST002417;291.5;31;218.8;3.68;2.25;87.45
AST002418;200.9;21;155.3;7.31;4.5;79.5
AST002419;270.9;22;214.1;3.42;2.25;279.73
AST002420;213.9;28.7;181;7.25;4.5;103.69
AST002421;310.9;30.7;253.8;3.2;2.25;291.95
AST002423;77.5;11.1;63.3;0.25;0.18;246.27
AST002425;226.3;20.8;187.5;13.07;7.2;356.64
AST002426;1315.6;138;1091.3;25.07;13.5;1646.38
AST002427;155.2;14.8;36.4;0.3;0.42;0
AST002428;296.9;37.1;236.1;3.69;2.25;765.04
AST002430;276;34.7;48.7;1.5;2.12;0
AST002433;246.6;31.4;56.7;4.8;6.8;0
AST002434;164.4;20.1;129.5;0.57;0.45;162.23
AST002435;262.3;22.8;201;11.39;7.2;78.69
AST002436;274;28.9;53;4.8;6.8;0
AST002437;216.5;25.3;183.2;6.55;4.5;182.95
AST002438;270.6;38.2;213.5;10.9;7.2;162.33
AST002439;204.2;22.3;42.9;3;4.25;0
AST002441;318.1;16.6;269.4;3.17;2.25;259.06
AST002442;1270.2;148.4;1007.5;20.07;13.5;705.11
AST002443;1210.4;156.8;198.8;9;12.75;0
AST002446;157.5;9.7;125.6;0.6;0.45;139.94
AST002447;314.8;43.8;248.5;2.95;2.25;460.27
AST002448;269.9;37.6;221.6;11.81;7.2;183.3
AST002449;233.7;18.7;193.8;10.55;7.2;312.24
AST002450;1314.1;146;1081.7;22.27;13.5;826.27
AST002451;219.8;20.3;168;6.89;4.5;259.6
AST002452;185.7;13.2;146.6;6.5;4.5;187.72
AST002454;284;14.6;217.5;3.83;2.25;165.11
AST002455;303.6;30.8;247.2;3.08;2.25;91.08
AST002456;304.3;42.9;243.8;3.51;2.25;91.29
AST002458;313.3;35.7;47.7;1.5;2.12;0
AST002459;84.5;5.5;64.3;0.22;0.18;340.02
AST002460;253.3;14.1;206.8;11.97;7.2;254.14
AST002462;319.1;17.9;239.5;3.41;2.25;508.62
