asset_id;sale_date;sale_price;sale_channel;customer_type;warranty_months;shipping_cost;customer_satisfaction
AST003742;21/9/2023;723.7;Direct_B2B;Education;12;14.35;4.6
AST003744;4/7/2021;520.94;Online_Marketplace;Enterprise;3;13.86;4.6
AST003747;8/9/2024;655.67;Export;Education;12;16.36;4.4
AST003748;29/10/2020;114.46;Direct_B2B;SMB;6;20.14;4.2
AST003750;30/8/2023;497.29;Retail_Partner;SMB;12;8.89;5
AST003751;18/3/2022;376.24;Direct_B2B;Education;12;29.07;5
AST003752;14/1/2023;529.71;Direct_B2B;Government;12;15.89;5
AST003753;7/2/2023;638.74;Online_Marketplace;SMB;6;14.85;5
AST003757;3/8/2023;604.89;Online_Marketplace;SMB;6;12.94;5
AST003759;30/12/2023;479.77;Direct_B2B;Enterprise;12;27.83;4.6
AST003760;12/5/2023;646.85;Direct_B2B;Enterprise;12;14.31;5
AST003761;31/8/2022;2630.14;Online_Marketplace;SMB;6;52.31;4.8
AST003762;12/5/2022;1618.99;Online_Marketplace;Enterprise;6;54.65;5
AST003763;13/5/2022;483.88;Retail_Partner;Enterprise;12;14.69;5
AST003764;2/6/2021;357.77;Direct_B2B;Education;12;16.23;4.7
AST003766;26/12/2022;588.51;Direct_B2B;SMB;6;13.18;4.6
AST003767;29/10/2023;688.13;Online_Marketplace;Enterprise;6;26.96;5
AST003768;15/5/2023;484.93;Direct_B2B;Consumer;12;25.69;5
AST003770;26/4/2022;444.31;Retail_Partner;Government;6;17.76;4.7
AST003771;2/7/2022;463.88;Retail_Partner;Enterprise;12;15.13;5
AST003773;17/11/2020;438.1;Direct_B2B;Enterprise;6;17.21;4.6
AST003774;3/3/2022;220.63;Auction;SMB;6;10.85;4.9
AST003775;10/10/2022;652.86;Online_Marketplace;Consumer;3;16.25;4.9
AST003779;9/10/2021;1212.23;Retail_Partner;SMB;6;50.09;4.5
AST003780;13/8/2022;189.75;Direct_B2B;Enterprise;12;23.22;5
AST003782;17/5/2023;614.86;Retail_Partner;SMB;12;12.39;4.9
AST003784;28/7/2020;174.48;Retail_Partner;Education;6;20.87;4.7
AST003787;31/12/2022;2463.34;Auction;Enterprise;6;50.6;5
AST003788;25/7/2020;314.57;Retail_Partner;Government;12;25.57;5
AST003789;10/9/2023;2291.12;Retail_Partner;Government;12;43.19;5
AST003790;15/8/2023;182.73;Auction;SMB;6;22.75;4.9
AST003791;24/5/2024;353.8;Retail_Partner;Education;12;7.5;5
AST003792;18/11/2020;255.51;Retail_Partner;Enterprise;6;27.31;4.8
AST003793;29/8/2022;595.38;Direct_B2B;Enterprise;12;12.72;4.7
AST003794;18/12/2021;480.34;Online_Marketplace;SMB;6;13.85;4.1
AST003796;16/12/2022;377.01;Direct_B2B;Enterprise;12;28.89;5
AST003798;27/1/2023;593.04;Direct_B2B;Education;12;16;5
AST003801;16/1/2023;520.01;Retail_Partner;SMB;12;22.54;5
AST003802;28/7/2024;859.3;Retail_Partner;SMB;12;17.12;5
AST003804;6/2/2021;148.43;Online_Marketplace;SMB;6;22.57;5
AST003805;1/10/2021;2101.24;Direct_B2B;Enterprise;12;50.03;4.8
AST003807;17/7/2024;2075.57;Online_Marketplace;SMB;6;41.66;5
AST003808;25/3/2021;185.97;Auction;Government;3;10.18;4.7
AST003809;27/5/2022;452.72;Direct_B2B;Enterprise;12;17.58;4.4
AST003810;30/3/2023;2181.46;Direct_B2B;Enterprise;12;57.44;5
AST003811;13/6/2020;923.79;Direct_B2B;Enterprise;6;52.08;4.7
AST003813;23/1/2024;690.69;Direct_B2B;Enterprise;12;28.89;5
AST003814;21/4/2024;332.31;Retail_Partner;SMB;12;22.42;4.9
AST003815;9/7/2023;330.29;Retail_Partner;SMB;12;10.57;5
AST003816;21/8/2021;246.14;Direct_B2B;Enterprise;12;24.56;5
AST003818;22/7/2022;165.46;Direct_B2B;Government;6;17.69;4.9
AST003820;11/9/2022;540.29;Export;Enterprise;12;16.13;5
AST003821;24/6/2023;215.36;Direct_B2B;Government;12;19.09;4.6
AST003822;17/10/2024;731.53;Direct_B2B;Enterprise;12;14.02;4.9
AST003823;24/11/2023;605.86;Online_Marketplace;Education;6;13.85;4.9
AST003824;27/11/2023;451.51;Online_Marketplace;Enterprise;6;26.01;5
AST003825;11/5/2022;252.66;Direct_B2B;Enterprise;12;21.89;5
AST003826;1/12/2023;345.19;Retail_Partner;Enterprise;12;10.43;5
AST003827;10/4/2023;315.48;Export;Enterprise;12;16.49;5
AST003830;14/8/2023;710.59;Direct_B2B;SMB;12;14.22;5
AST003835;3/8/2024;1000.29;Auction;Enterprise;6;12.64;4.8
AST003837;5/3/2023;717.16;Retail_Partner;SMB;12;17.66;5
AST003838;27/4/2022;474.7;Direct_B2B;Enterprise;6;12.3;4.9
AST003839;14/8/2021;408.01;Direct_B2B;SMB;12;20.16;4.6
AST003840;18/8/2023;486.58;Auction;SMB;6;9.45;4.7
AST003841;25/9/2021;336.45;Online_Marketplace;Enterprise;3;15.12;4.3
AST003842;18/6/2024;567.26;Direct_B2B;Enterprise;12;20.72;5
AST003844;10/3/2024;946.46;Online_Marketplace;SMB;6;17.57;4.5
AST003847;1/12/2023;710;Retail_Partner;Enterprise;12;17.98;5
AST003849;29/12/2020;394.17;Retail_Partner;Enterprise;6;17.07;5
AST003850;26/6/2024;233;Auction;Enterprise;6;18.57;4.7
AST003857;9/2/2022;467.4;Online_Marketplace;SMB;6;17.81;5
AST003858;12/11/2022;1662.72;Online_Marketplace;Enterprise;6;53.91;5
AST003861;23/7/2023;635.33;Export;Government;6;12.97;4.6
AST003862;29/10/2022;623.86;Online_Marketplace;Enterprise;6;17.4;5
AST003863;29/11/2021;1917.75;Retail_Partner;Enterprise;12;57.03;4.7
AST003865;19/8/2021;412.07;Auction;Government;6;15.77;5
AST003866;23/4/2024;903.31;Retail_Partner;Government;12;16.74;5
AST003867;2/4/2021;242.3;Retail_Partner;Enterprise;6;16.68;4.6
AST003868;14/2/2023;506.73;Retail_Partner;Education;12;17.72;4.8
AST003869;30/3/2023;561.53;Direct_B2B;SMB;12;14.43;4.6
AST003871;6/8/2024;372.28;Online_Marketplace;Government;6;8.61;5
AST003872;7/7/2022;545.94;Retail_Partner;Government;6;16.99;5
AST003873;28/5/2022;566.35;Direct_B2B;Government;12;13.69;5
AST003874;15/9/2022;1524.78;Export;Enterprise;12;59.36;5
AST003875;30/8/2021;181.74;Retail_Partner;SMB;12;21.37;5
AST003876;28/9/2022;449.08;Direct_B2B;SMB;12;20.21;5
AST003877;19/7/2022;334.01;Auction;Enterprise;3;29.26;4.3
AST003878;4/6/2020;400.3;Retail_Partner;Enterprise;6;17.89;4.5
AST003880;28/1/2022;159.69;Direct_B2B;SMB;12;17.71;5
AST003881;6/6/2021;236.26;Auction;Enterprise;3;21.65;5
AST003886;5/1/2023;195.5;Online_Marketplace;Enterprise;6;20.76;5
AST003887;18/9/2024;527.25;Retail_Partner;Education;12;25.65;5
AST003888;6/7/2024;648.83;Auction;Consumer;6;14.42;5
AST003890;5/11/2022;463.15;Retail_Partner;Government;12;14.56;4.7
AST003892;28/6/2021;1438.38;Direct_B2B;Education;6;52.64;4.9
AST003893;1/6/2023;571.01;Direct_B2B;Government;12;14.02;5
AST003894;8/9/2021;488.74;Direct_B2B;Enterprise;12;13.34;5
AST003895;6/3/2021;235.81;Retail_Partner;SMB;6;26.48;4.4
AST003896;23/5/2023;557.4;Online_Marketplace;Enterprise;6;12.89;5
AST003897;12/6/2022;535.6;Retail_Partner;SMB;6;13.88;4.6
AST003899;21/12/2022;312.5;Direct_B2B;SMB;12;10.99;5
AST003900;19/5/2020;322.54;Online_Marketplace;Enterprise;3;12.93;4.5
AST003901;8/8/2024;653.78;Direct_B2B;Enterprise;12;28.86;4.8
AST003902;14/10/2020;269.58;Auction;SMB;3;15.33;4.8
AST003904;27/3/2021;171.99;Direct_B2B;Enterprise;12;19.05;5
AST003909;6/12/2023;770.34;Online_Marketplace;Enterprise;6;15.15;5
AST003910;15/6/2020;90.18;Auction;Enterprise;6;20.06;4.8
AST003912;3/8/2021;386.1;Export;SMB;6;15.36;4.3
AST003913;10/11/2021;724.01;Retail_Partner;Education;12;17.36;4.8
AST003915;25/2/2023;594.68;Auction;Government;6;14.56;5
AST003916;8/9/2022;197.84;Direct_B2B;SMB;12;20.58;5
AST003918;27/2/2022;432.18;Direct_B2B;Consumer;12;17.78;5
AST003921;23/4/2022;1633.66;Online_Marketplace;Enterprise;6;43.23;5
AST003922;1/8/2021;1895.64;Auction;SMB;6;50.1;4.6
AST003923;15/10/2021;1935.72;Export;Education;6;43.22;5
AST003924;18/12/2020;276.52;Retail_Partner;Enterprise;6;14.38;4.5
AST003927;27/8/2024;761.41;Export;Enterprise;12;12.63;5
AST003928;2/8/2020;347.43;Online_Marketplace;Enterprise;3;15.71;4
AST003929;4/3/2021;276.6;Online_Marketplace;Enterprise;3;13.93;4.2
AST003930;8/4/2023;547.13;Export;Enterprise;12;14.67;5
AST003931;26/3/2023;2042.5;Auction;Enterprise;6;41.42;5
AST003932;3/9/2023;598.97;Online_Marketplace;SMB;6;22.55;4.9
AST003933;15/3/2024;752.26;Auction;Enterprise;6;12.22;4.9
AST003934;6/4/2023;970.76;Online_Marketplace;Enterprise;6;12.14;4.9
AST003935;5/6/2021;120.84;Auction;Consumer;6;16.26;5
AST003937;9/4/2023;2152;Online_Marketplace;SMB;6;43.65;4.9
AST003939;28/3/2021;1172.12;Direct_B2B;Enterprise;6;54.91;5
AST003940;9/1/2021;461.14;Direct_B2B;Enterprise;6;12.5;4.8
AST003941;1/10/2021;1568.48;Export;Enterprise;6;55.99;5
AST003943;29/6/2023;246.33;Retail_Partner;Government;12;18.21;5
AST003945;21/3/2022;511.1;Export;SMB;6;17.53;4.8
AST003946;6/11/2022;2300.21;Direct_B2B;SMB;12;57.39;4.7
AST003947;15/8/2023;728.56;Direct_B2B;Education;12;13.48;4.8
AST003948;26/8/2023;177.66;Retail_Partner;SMB;12;20.29;5
AST003949;1/7/2020;242.78;Retail_Partner;Education;6;16.14;3.7
AST003951;19/1/2023;243.27;Online_Marketplace;Enterprise;3;9.64;3.9
AST003952;26/11/2023;2076.1;Retail_Partner;Enterprise;12;48.13;5
AST003953;31/3/2022;376.57;Export;SMB;12;12.1;5
AST003954;23/9/2022;705.73;Retail_Partner;Government;12;13;5
AST003955;27/7/2020;217.49;Direct_B2B;SMB;6;12.36;5
AST003956;23/3/2024;431.36;Online_Marketplace;Enterprise;6;24.88;5
AST003957;4/1/2021;190.34;Retail_Partner;Education;6;26.09;4.3
AST003958;23/2/2023;584.85;Auction;Enterprise;6;29.85;5
AST003959;20/3/2021;102.17;Retail_Partner;SMB;6;17.07;4.7
AST003960;19/9/2024;686.98;Retail_Partner;Enterprise;12;22.67;5
AST003962;21/10/2023;943.07;Online_Marketplace;Education;6;13.73;4.6
AST003963;10/1/2024;2799.81;Retail_Partner;Enterprise;12;57.56;5
AST003967;29/3/2022;531.83;Export;SMB;12;15.96;5
AST003968;16/5/2023;506.34;Online_Marketplace;SMB;6;22.82;5
AST003969;20/5/2022;1495.13;Online_Marketplace;Enterprise;6;45.43;5
AST003972;26/9/2020;87.18;Direct_B2B;Enterprise;6;23.85;4.7
AST003977;27/8/2022;166.2;Direct_B2B;Enterprise;12;16.94;5
AST003979;26/1/2023;540.52;Retail_Partner;Enterprise;12;26.68;5
AST003980;9/4/2022;566.5;Retail_Partner;Consumer;12;17.63;5
AST003982;4/7/2020;194.1;Export;Enterprise;12;28.53;4.5
AST003983;11/11/2022;698.82;Online_Marketplace;Consumer;6;17.21;5
AST003984;5/11/2021;205.78;Direct_B2B;SMB;6;10.38;4.5
AST003986;6/4/2022;511.89;Online_Marketplace;Enterprise;3;16.72;4.8
AST003989;6/9/2020;130.67;Online_Marketplace;Government;6;17.26;4.9
AST003990;1/5/2021;424.71;Direct_B2B;Consumer;6;12.05;4.6
AST003992;15/7/2021;140.11;Direct_B2B;SMB;6;9.07;4.9
AST003993;18/6/2023;456.29;Direct_B2B;Enterprise;12;28.28;5
AST003995;18/5/2022;231.41;Online_Marketplace;Enterprise;6;19.46;4.8
AST003996;10/9/2022;433.04;Auction;Enterprise;6;13.18;4.9
AST004000;18/8/2020;309.93;Online_Marketplace;Enterprise;3;13.56;4.8
AST004001;16/2/2022;360.31;Direct_B2B;Education;12;29.16;4.7
AST004002;19/9/2021;379.41;Online_Marketplace;Enterprise;3;15.11;4.3
AST004006;10/3/2022;595.03;Retail_Partner;SMB;12;13.45;4.8
AST004007;10/11/2023;865.34;Direct_B2B;Enterprise;12;15.44;5
AST004009;7/8/2020;1147.39;Online_Marketplace;SMB;6;55.7;5
AST004010;3/7/2023;243.28;Retail_Partner;SMB;12;20.67;5
AST004012;13/2/2023;631.86;Direct_B2B;SMB;12;13.1;5
AST004013;26/4/2020;243.03;Direct_B2B;Enterprise;6;21.86;3.9
AST004015;20/6/2021;1447.06;Direct_B2B;Government;6;56.81;4.4
AST004017;31/1/2022;228.89;Direct_B2B;Enterprise;6;10.19;4.8
AST004018;31/7/2024;566.96;Direct_B2B;Education;12;24.17;5
AST004019;23/7/2023;515.13;Export;Enterprise;12;24.5;4.9
AST004021;27/6/2024;703.12;Direct_B2B;SMB;12;14.81;5
AST004023;26/6/2022;308.24;Direct_B2B;Government;6;9.46;4.5
AST004025;21/3/2020;353.94;Auction;Consumer;3;13.02;3.9
AST004026;12/12/2022;2304.65;Auction;Enterprise;6;50.6;5
AST004030;27/5/2022;1632.66;Direct_B2B;Enterprise;12;47.31;5
AST004031;29/4/2024;2313.7;Direct_B2B;Education;12;54.82;5
AST004033;29/5/2022;2724.5;Retail_Partner;Education;12;48.4;5
AST004035;1/8/2020;271.67;Retail_Partner;Enterprise;6;23.37;4.4
AST004036;7/11/2024;916.02;Direct_B2B;Enterprise;12;13.96;5
AST004038;6/10/2021;571.63;Retail_Partner;Enterprise;12;13.29;4.7
AST004039;19/7/2021;326.23;Direct_B2B;Enterprise;12;20.12;5
AST004042;21/8/2024;1137.48;Export;SMB;12;16.2;5
AST004043;15/10/2023;513.95;Direct_B2B;SMB;12;16.25;5
AST004044;6/11/2022;630.24;Export;Government;6;12.38;4.6
AST004045;22/1/2021;453.51;Direct_B2B;Enterprise;6;17.77;4.2
AST004046;20/4/2023;1616.64;Online_Marketplace;Education;6;44.42;5
AST004049;27/2/2022;488.51;Direct_B2B;Enterprise;6;17.56;4.8
AST004050;24/10/2023;580.98;Online_Marketplace;Education;6;16.13;4.8
AST004052;23/4/2024;328.22;Retail_Partner;Enterprise;12;20.79;5
AST004056;15/2/2022;168.7;Online_Marketplace;Enterprise;6;20.13;5
AST004057;19/9/2023;580.91;Auction;Enterprise;6;29.15;5
AST004058;18/10/2024;577.36;Retail_Partner;Education;12;21.93;4.9
AST004059;15/5/2022;710.39;Retail_Partner;Enterprise;12;13.24;4.6
AST004061;6/3/2024;250.13;Online_Marketplace;Education;6;22.7;5
AST004062;5/9/2021;307.97;Direct_B2B;SMB;6;16.94;4.3
AST004064;28/6/2023;613.52;Retail_Partner;Enterprise;12;13.14;4.5
AST004066;16/12/2023;2606.41;Direct_B2B;Enterprise;12;50.14;4.8
AST004067;10/8/2020;124.9;Auction;Government;6;17.33;5
AST004071;11/2/2022;473.86;Online_Marketplace;Enterprise;6;13.49;5
AST004073;23/3/2022;434.07;Direct_B2B;Enterprise;6;13.12;4.8
AST004077;6/4/2022;386.2;Retail_Partner;Enterprise;12;17.78;5
AST004078;5/3/2024;535.63;Direct_B2B;SMB;12;27.84;4.8
AST004080;3/8/2022;433.22;Export;SMB;12;12.64;5
AST004084;5/11/2023;862.62;Direct_B2B;SMB;12;14.07;4.9
AST004086;11/7/2022;321.31;Online_Marketplace;Government;6;26.53;5
AST004087;5/5/2021;484.2;Direct_B2B;SMB;12;15.61;5
AST004089;5/2/2021;139.08;Online_Marketplace;SMB;6;19.18;4.9
AST004090;4/3/2021;337.69;Export;Enterprise;12;27.92;5
AST004091;18/6/2023;283.47;Direct_B2B;Education;12;8.68;5
AST004097;28/6/2023;673.96;Online_Marketplace;Consumer;6;15.63;4.5
AST004098;15/5/2021;258.35;Online_Marketplace;Education;6;21.6;5
AST004099;19/7/2023;535.5;Direct_B2B;Education;12;23.28;4.9
AST004100;28/6/2023;228.23;Direct_B2B;SMB;12;20.18;5
AST004101;18/12/2021;402.48;Online_Marketplace;Enterprise;3;16.72;4.9
AST004103;8/6/2022;397.27;Retail_Partner;SMB;12;15.64;4.7
AST004104;13/9/2023;482.54;Online_Marketplace;Enterprise;6;27.08;5
AST004106;11/5/2022;482.78;Direct_B2B;Education;12;17.93;4.8
AST004107;7/7/2022;279.88;Retail_Partner;SMB;12;28.1;4.8
AST004108;12/9/2022;195.91;Direct_B2B;Enterprise;12;8.49;5
AST004109;23/9/2021;372.13;Online_Marketplace;SMB;3;13.12;4.5
AST004113;5/7/2024;323.55;Retail_Partner;Enterprise;6;10.39;4.8
AST004114;15/11/2021;531.37;Online_Marketplace;Enterprise;6;13.87;4.7
AST004116;3/9/2024;533.72;Direct_B2B;SMB;12;13.7;5
AST004117;1/9/2022;551.37;Online_Marketplace;Enterprise;6;28.89;4.7
AST004119;18/4/2021;209.77;Retail_Partner;Education;6;17.82;5
AST004121;20/8/2023;462.57;Auction;Enterprise;3;12.23;4.9
AST004122;4/4/2022;254.65;Direct_B2B;Education;6;26.44;5
AST004124;1/9/2022;2011.11;Auction;Enterprise;6;46.58;5
AST004125;4/11/2023;814.27;Direct_B2B;Enterprise;12;16.66;5
AST004126;1/9/2021;312.98;Direct_B2B;Consumer;12;23.67;5
AST004127;6/8/2021;362.16;Direct_B2B;SMB;12;17.3;5
AST004129;14/12/2023;211.75;Online_Marketplace;Enterprise;6;18.58;5
AST004130;19/4/2021;360.25;Retail_Partner;Enterprise;12;15.96;4.8
AST004132;24/8/2021;537.68;Retail_Partner;Enterprise;12;16.79;5
AST004133;14/9/2022;256.21;Auction;Government;6;18.68;4.3
AST004135;16/12/2021;1819.26;Online_Marketplace;Education;6;58.86;5
AST004136;24/7/2023;985.97;Export;Enterprise;12;15.89;5
AST004137;3/10/2023;428.61;Direct_B2B;Education;12;22.14;5
AST004138;20/9/2023;491.2;Auction;Enterprise;6;26.85;4.9
AST004141;3/7/2021;1707.04;Direct_B2B;SMB;12;41.17;5
AST004144;4/7/2022;415.61;Auction;Enterprise;3;15.49;4.6
AST004145;27/10/2020;1290.63;Direct_B2B;Enterprise;6;49.1;4.7
AST004147;18/5/2021;120.72;Direct_B2B;Government;12;20.48;5
AST004149;11/1/2023;667.9;Online_Marketplace;SMB;6;13;5
AST004150;5/4/2022;211.83;Online_Marketplace;Enterprise;6;19.86;5
AST004151;28/2/2023;294.12;Direct_B2B;Enterprise;12;16.81;5
AST004153;17/3/2023;352.77;Online_Marketplace;Enterprise;6;20.94;4.4
AST004154;16/7/2024;561.79;Retail_Partner;Enterprise;12;25.56;5
AST004156;13/9/2024;671.78;Direct_B2B;Enterprise;12;26.48;5
AST004158;5/10/2021;333.52;Direct_B2B;Enterprise;6;12.06;4.9
AST004159;5/2/2024;669.78;Direct_B2B;Enterprise;12;16.66;5
AST004161;17/7/2021;179.06;Direct_B2B;SMB;6;10.72;4.3
AST004162;8/12/2023;670.89;Retail_Partner;Education;12;17.67;4.9
AST004163;20/4/2021;408.56;Online_Marketplace;Education;6;12.95;4.8
AST004164;20/9/2021;214.47;Online_Marketplace;SMB;3;11.47;4.4
AST004166;23/11/2022;524.37;Online_Marketplace;Government;6;17.46;4.5
AST004167;25/3/2020;246.82;Online_Marketplace;Education;3;13.18;4.9
AST004168;8/11/2020;146.32;Direct_B2B;Education;12;16.91;5
AST004170;1/9/2024;445.79;Direct_B2B;Enterprise;12;10.16;5
AST004171;24/9/2023;615.91;Online_Marketplace;Enterprise;6;16.91;4.9
AST004173;5/1/2022;364.8;Auction;Enterprise;3;28.14;4.5
AST004177;19/5/2020;1187.31;Online_Marketplace;Enterprise;6;45.74;5
AST004178;14/11/2022;713.96;Retail_Partner;Enterprise;12;16.11;5
AST004179;25/7/2022;409.06;Auction;Education;6;21.68;4.5
AST004181;22/7/2021;124.54;Direct_B2B;Government;6;16.71;4.8
AST004182;8/8/2021;332.99;Direct_B2B;Enterprise;12;22.73;5
AST004183;15/10/2020;1763.85;Direct_B2B;Enterprise;12;59.64;5
AST004184;26/5/2022;685.01;Direct_B2B;Education;12;13.91;4.9
AST004185;20/8/2022;1307.38;Online_Marketplace;Enterprise;6;56.88;4.2
AST004186;10/7/2024;931;Auction;Enterprise;6;15.71;4.8
AST004188;19/9/2021;205.19;Retail_Partner;Enterprise;6;21.44;4.6
AST004191;4/12/2022;597.47;Direct_B2B;Government;12;20.06;4.8
AST004193;6/11/2020;1801.31;Retail_Partner;SMB;6;59.99;5
AST004196;13/4/2022;338.09;Auction;Enterprise;3;13.55;4.7
AST004197;29/3/2021;184.25;Retail_Partner;SMB;12;19.19;5
AST004200;16/11/2020;280.3;Retail_Partner;Enterprise;6;16.57;5
AST004201;16/3/2022;463.88;Auction;Education;3;26.81;4.7
AST004202;26/8/2023;2245.85;Online_Marketplace;Government;6;55.63;4.7
AST004204;21/5/2020;1602.12;Retail_Partner;SMB;6;57.66;4.7
AST004206;28/7/2021;1395.46;Online_Marketplace;Education;6;54.6;4.3
AST004209;9/10/2022;2817.09;Export;Enterprise;12;40.78;5
AST004211;23/12/2022;527.43;Direct_B2B;Enterprise;12;27.9;5
AST004212;10/9/2022;282.68;Auction;SMB;6;29.93;4.4
AST004213;10/4/2023;201.62;Auction;Enterprise;3;10.66;4.7
AST004214;2/7/2024;590.78;Direct_B2B;Government;12;14.51;4.7
AST004218;20/10/2023;288.05;Auction;Government;6;11.16;5
AST004221;29/1/2023;225.55;Retail_Partner;Education;12;20.05;5
AST004222;26/6/2024;761.75;Retail_Partner;Enterprise;12;28.75;5
AST004223;26/8/2023;198.44;Direct_B2B;Enterprise;6;22.89;4.6
AST004224;5/4/2023;427;Direct_B2B;SMB;12;27.73;5
AST004225;31/8/2023;272.99;Retail_Partner;Government;12;16.77;5
AST004226;7/5/2020;293.41;Online_Marketplace;Government;3;13.45;4.5
AST004227;3/10/2020;135.04;Auction;Enterprise;6;23.32;5
AST004228;28/7/2024;684.79;Direct_B2B;Education;12;12.46;5
AST004231;23/4/2023;175.39;Online_Marketplace;Enterprise;6;20.62;4.9
AST004233;28/1/2021;210.37;Retail_Partner;Consumer;12;28.89;4.8
AST004235;22/6/2022;622.73;Online_Marketplace;Enterprise;6;12.76;5
AST004236;27/12/2021;496.01;Auction;SMB;6;16.65;4.7
AST004237;16/6/2023;493.92;Direct_B2B;Enterprise;12;16.22;5
AST004238;25/3/2022;408.91;Direct_B2B;Government;6;14.92;4.5
AST004239;3/4/2023;687.07;Retail_Partner;SMB;12;14.28;5
AST004241;12/4/2023;322.85;Online_Marketplace;Enterprise;6;8.29;5
AST004242;30/6/2020;947.3;Auction;Enterprise;3;44.44;4.9
AST004243;19/4/2020;345.98;Retail_Partner;Education;6;17.42;4.5
AST004244;11/9/2022;552.09;Export;Education;12;12.21;5
AST004245;18/8/2020;258.13;Direct_B2B;Education;6;23.12;4.7
AST004246;19/2/2024;596.58;Export;Enterprise;12;14.35;5
AST004248;10/9/2021;177.46;Auction;SMB;3;10.6;4.8
AST004249;16/10/2021;1769.24;Direct_B2B;SMB;12;50.25;5
AST004250;2/12/2021;279.27;Direct_B2B;Education;6;10.79;4.7
AST004252;27/6/2021;281.65;Direct_B2B;Consumer;6;20.99;5
AST004253;17/7/2022;259.99;Retail_Partner;Consumer;12;19.51;5
AST004254;17/12/2020;148.04;Export;Education;12;21.86;4.8
AST004255;18/5/2020;327.02;Auction;Enterprise;3;12.2;4.5
AST004257;27/12/2022;538.34;Online_Marketplace;Enterprise;6;27.67;5
AST004258;8/9/2021;319.28;Direct_B2B;SMB;6;17.89;4.4
AST004259;29/8/2022;212.99;Retail_Partner;Enterprise;12;18.08;4.8
AST004260;3/5/2024;1084.58;Retail_Partner;Enterprise;12;13.67;5
AST004261;18/7/2024;678.3;Direct_B2B;Enterprise;12;15.53;5
AST004263;3/6/2021;131.35;Direct_B2B;SMB;12;17.02;5
AST004265;20/5/2020;146.37;Direct_B2B;Enterprise;12;23.72;5
AST004267;9/5/2020;164.47;Online_Marketplace;Government;3;19.48;4.5
AST004268;21/6/2024;877.37;Online_Marketplace;Education;6;13.49;4.9
AST004270;8/5/2022;555.58;Online_Marketplace;Education;6;14.83;4.9
AST004271;27/4/2023;2435.38;Retail_Partner;SMB;12;43.71;5
AST004272;1/4/2020;262.67;Direct_B2B;Enterprise;6;14.21;4.6
AST004273;7/12/2020;351.69;Retail_Partner;Enterprise;6;17.34;4.6
AST004274;18/1/2023;2433.75;Direct_B2B;Enterprise;12;47.98;5
AST004275;8/2/2021;251.38;Export;SMB;6;14.9;4.4
AST004276;9/11/2023;411.63;Export;SMB;12;27.89;4.8
AST004277;22/6/2020;241.73;Online_Marketplace;Government;3;17.74;5
AST004278;30/7/2022;285.14;Online_Marketplace;Enterprise;3;11.91;4.6
AST004280;12/8/2021;207.62;Auction;Enterprise;3;8.51;4.7
AST004281;1/1/2024;723.32;Online_Marketplace;Enterprise;6;16.33;5
AST004282;27/8/2020;410.66;Retail_Partner;Education;6;16.66;4.6
AST004283;14/2/2021;341.6;Online_Marketplace;Enterprise;3;16.48;4.5
AST004284;4/6/2023;344.5;Retail_Partner;Enterprise;12;21.29;5
AST004286;31/8/2024;580.31;Direct_B2B;Government;12;8.96;5
AST004287;25/8/2021;456.46;Retail_Partner;Enterprise;12;17.26;5
AST004288;15/7/2023;660.86;Direct_B2B;Enterprise;12;15.24;4.8
AST004289;2/11/2020;334.17;Direct_B2B;SMB;6;12.7;4.6
AST004290;14/9/2020;427.76;Direct_B2B;Education;6;17.25;4.4
AST004295;11/2/2021;167.4;Retail_Partner;Enterprise;6;21.47;4.8
AST004299;27/9/2023;582.82;Direct_B2B;Enterprise;12;15.27;5
AST004302;7/9/2022;1466.14;Online_Marketplace;Enterprise;6;56.9;4.7
AST004304;8/10/2022;477.08;Retail_Partner;Enterprise;12;22.01;5
AST004305;22/12/2023;598.78;Retail_Partner;Government;12;29.17;5
AST004307;30/8/2023;539.3;Online_Marketplace;Education;6;13.19;4.9
AST004311;2/6/2024;317.67;Direct_B2B;Enterprise;12;22.19;4.8
AST004313;29/9/2022;446.58;Direct_B2B;Enterprise;6;17.32;4.8
AST004314;4/4/2023;560.1;Online_Marketplace;Enterprise;6;21.53;4.6
AST004315;10/1/2021;284.84;Online_Marketplace;SMB;3;14.17;4.5
AST004317;2/7/2022;343.9;Direct_B2B;Enterprise;6;7.64;4.8
AST004319;21/12/2022;477.26;Retail_Partner;Consumer;12;20.07;4.8
AST004320;16/3/2023;2543.49;Direct_B2B;Enterprise;12;58.42;5
AST004321;14/7/2021;395.86;Direct_B2B;SMB;12;14.96;5
AST004322;1/9/2023;431.69;Direct_B2B;Enterprise;12;28.33;4.9
AST004323;22/4/2023;535.91;Online_Marketplace;Enterprise;6;14.88;4.9
AST004324;28/4/2020;317.58;Auction;Enterprise;3;15.43;4.9
AST004326;3/5/2022;426.2;Direct_B2B;Enterprise;12;17.36;5
AST004328;10/4/2021;250.33;Auction;SMB;6;23.1;4.6
AST004329;24/9/2021;352.53;Direct_B2B;Education;6;14.5;4.9
AST004330;15/7/2023;619.85;Direct_B2B;Government;12;16.08;5
AST004331;22/8/2023;803.48;Online_Marketplace;SMB;6;16.23;5
AST004332;29/12/2023;859.25;Online_Marketplace;Education;6;17.56;4.6
AST004333;29/8/2022;546.91;Online_Marketplace;Enterprise;6;13.07;4.9
