asset_id,equipment_type,region,carbon_savings_kg,lifecycle_extension_years,refurbishment_success
ITAD-008416,Printer,Asia Pacific,153.6,2.35,True
ITAD-008417,Monitor,Europe,129.65,2.1,True
ITAD-008418,Desktop,Asia Pacific,314.6,2.21,True
ITAD-008419,Tablet,Asia Pacific,68.26,1.95,True
ITAD-008420,Server,Europe,1041.18,0.79,False
ITAD-008421,Monitor,Asia Pacific,211.35,2.34,True
ITAD-008422,Laptop,North America,47.94,0.0,False
ITAD-008423,Tablet,North America,74.78,2.22,True
ITAD-008424,Tablet,Europe,58.89,0.71,False
ITAD-008425,Printer,Asia Pacific,174.73,1.75,False
ITAD-008426,Monitor,Latin America,124.18,2.46,True
ITAD-008427,Server,Europe,1183.08,3.35,True
ITAD-008428,Tablet,Asia Pacific,43.53,1.1,False
ITAD-008429,Monitor,Asia Pacific,246.84,1.03,False
ITAD-008430,Monitor,North America,201.05,1.66,False
ITAD-008431,Smartphone,Europe,9.54,0.0,False
ITAD-008432,Smartphone,Asia Pacific,52.15,2.49,False
ITAD-008433,Monitor,Asia Pacific,159.8,2.11,True
ITAD-008434,Printer,North America,143.15,3.45,True
ITAD-008435,Server,North America,690.04,2.06,True
ITAD-008436,Desktop,Europe,350.38,2.54,True
ITAD-008437,Laptop,North America,276.21,1.57,True
ITAD-008438,Printer,Asia Pacific,142.17,2.22,True
ITAD-008439,Desktop,Europe,83.53,0.0,False
ITAD-008440,Printer,Middle East & Africa,243.82,2.95,True
ITAD-008441,Server,Europe,1026.57,1.81,True
ITAD-008442,Printer,North America,269.12,2.21,False
ITAD-008443,Smartphone,North America,32.35,2.13,False
ITAD-008444,Smartphone,Europe,42.28,3.08,True
ITAD-008445,Monitor,Asia Pacific,141.51,2.07,True
ITAD-008446,Tablet,North America,69.58,3.37,True
ITAD-008447,Printer,North America,181.0,3.13,True
ITAD-008448,Server,Asia Pacific,1131.72,2.62,True
ITAD-008449,Smartphone,Middle East & Africa,44.21,1.28,False
ITAD-008450,Monitor,North America,29.33,0.0,False
ITAD-008451,Monitor,Europe,241.41,2.7,True
ITAD-008452,Monitor,Latin America,133.21,2.36,True
ITAD-008453,Desktop,North America,419.26,2.25,True
ITAD-008454,Smartphone,North America,5.71,0.0,False
ITAD-008455,Laptop,Europe,245.84,0.7,False
ITAD-008456,Printer,North America,264.29,3.48,True
ITAD-008457,Desktop,Europe,389.9,2.97,True
ITAD-008458,Printer,Europe,253.93,2.17,True
ITAD-008459,Printer,Asia Pacific,171.77,2.71,True
ITAD-008460,Desktop,North America,423.57,3.1,True
ITAD-008461,Server,Latin America,953.4,2.58,True
ITAD-008462,Server,Latin America,1097.19,1.97,True
ITAD-008463,Printer,Latin America,254.43,1.33,False
ITAD-008464,Desktop,Asia Pacific,416.91,3.12,True
ITAD-008465,Tablet,Europe,49.64,3.37,True
ITAD-008466,Server,Latin America,822.77,1.99,True
ITAD-008467,Tablet,North America,101.54,0.77,False
ITAD-008468,Laptop,Latin America,322.01,2.15,True
ITAD-008469,Laptop,North America,275.15,2.56,True
ITAD-008470,Laptop,North America,266.44,3.09,True
ITAD-008471,Desktop,Europe,61.05,0.0,False
ITAD-008472,Desktop,Europe,371.9,0.91,False
ITAD-008473,Printer,North America,237.23,1.91,True
ITAD-008474,Tablet,Europe,12.53,0.0,False
ITAD-008475,Printer,Europe,163.46,2.56,True
ITAD-008476,Laptop,Europe,52.32,0.0,False
ITAD-008477,Monitor,Europe,176.04,2.56,True
ITAD-008478,Smartphone,Asia Pacific,52.74,2.76,True
ITAD-008479,Printer,North America,177.75,1.74,True
ITAD-008480,Smartphone,North America,64.43,3.12,True
ITAD-008481,Monitor,Asia Pacific,127.31,2.43,True
ITAD-008482,Tablet,North America,14.21,0.0,False
ITAD-008483,Tablet,North America,69.66,1.1,False
ITAD-008484,Printer,North America,221.2,1.52,True
ITAD-008485,Monitor,Asia Pacific,239.01,3.1,True
ITAD-008486,Tablet,North America,48.16,2.73,True
ITAD-008487,Laptop,Latin America,53.51,0.0,False
ITAD-008488,Server,Asia Pacific,758.23,2.1,True
ITAD-008489,Server,North America,754.75,2.16,True
ITAD-008490,Tablet,Europe,16.36,0.0,False
ITAD-008491,Server,Middle East & Africa,1071.24,1.59,True
ITAD-008492,Laptop,North America,308.84,2.58,True
ITAD-008493,Smartphone,North America,19.6,2.54,True
ITAD-008494,Monitor,Europe,175.27,2.48,True
ITAD-008495,Monitor,North America,174.67,3.31,True
ITAD-008496,Printer,North America,286.97,2.6,True
ITAD-008497,Tablet,North America,54.0,3.28,True
ITAD-008498,Laptop,Latin America,55.25,0.0,False
ITAD-008499,Monitor,Middle East & Africa,156.94,2.9,True
ITAD-008500,Smartphone,North America,7.72,0.0,False
ITAD-008501,Tablet,North America,47.56,2.13,True
ITAD-008502,Printer,Asia Pacific,194.21,0.94,False
ITAD-008503,Smartphone,Europe,45.05,2.76,True
ITAD-008504,Monitor,Asia Pacific,173.8,2.55,True
ITAD-008505,Printer,North America,171.64,3.25,True
ITAD-008506,Server,Europe,1210.97,3.01,True
ITAD-008507,Smartphone,Europe,66.07,3.26,True
ITAD-008508,Server,Europe,946.52,1.67,True
ITAD-008509,Server,Europe,702.12,2.47,True
ITAD-008510,Monitor,North America,186.03,2.89,True
ITAD-008511,Laptop,North America,215.87,2.22,True
ITAD-008512,Tablet,Europe,14.87,0.0,False
ITAD-008513,Tablet,Asia Pacific,95.63,2.58,True
ITAD-008514,Tablet,Europe,16.66,0.0,False
ITAD-008515,Server,North America,979.24,1.97,True
ITAD-008516,Smartphone,Middle East & Africa,6.67,0.0,False
ITAD-008517,Server,North America,905.38,3.05,True
ITAD-008518,Laptop,Asia Pacific,218.97,1.75,True
ITAD-008519,Smartphone,North America,10.86,0.0,False
ITAD-008520,Monitor,Asia Pacific,239.71,2.94,True
ITAD-008521,Laptop,Europe,195.6,3.48,True
ITAD-008522,Smartphone,Asia Pacific,18.92,1.71,True
ITAD-008523,Desktop,North America,79.95,0.0,False
ITAD-008524,Desktop,Europe,379.81,2.38,True
ITAD-008525,Tablet,Asia Pacific,64.21,0.5,False
ITAD-008526,Monitor,Middle East & Africa,242.29,2.66,True
ITAD-008527,Smartphone,North America,60.5,1.88,True
ITAD-008528,Monitor,Asia Pacific,157.5,2.18,True
ITAD-008529,Monitor,North America,164.97,1.73,False
ITAD-008530,Laptop,North America,241.46,0.79,False
ITAD-008531,Tablet,Europe,49.03,2.48,False
ITAD-008532,Server,Europe,812.87,2.65,True
ITAD-008533,Server,Europe,1168.85,2.1,True
ITAD-008534,Tablet,North America,72.42,2.88,True
ITAD-008535,Printer,Europe,227.75,1.92,False
ITAD-008536,Monitor,Asia Pacific,215.66,2.48,True
ITAD-008537,Smartphone,Europe,45.46,1.84,True
ITAD-008538,Monitor,North America,188.81,1.09,False
ITAD-008539,Smartphone,Latin America,31.43,1.58,True
ITAD-008540,Tablet,North America,45.35,0.94,False
ITAD-008541,Server,Asia Pacific,881.76,3.32,True
ITAD-008542,Monitor,North America,246.54,0.66,False
ITAD-008543,Printer,Europe,213.82,1.94,True
ITAD-008544,Server,North America,970.43,1.61,True
ITAD-008545,Server,Europe,1029.23,1.62,True
ITAD-008546,Monitor,Asia Pacific,192.55,2.52,True
ITAD-008547,Printer,Europe,262.38,3.4,True
ITAD-008548,Server,Europe,1014.77,2.57,True
ITAD-008549,Laptop,Europe,227.22,0.92,False
ITAD-008550,Tablet,Asia Pacific,58.16,1.02,False
ITAD-008551,Desktop,Asia Pacific,340.28,2.87,True
ITAD-008552,Monitor,Asia Pacific,115.42,2.51,True
ITAD-008553,Printer,Europe,153.54,2.49,True
ITAD-008554,Desktop,Europe,410.1,2.56,True
ITAD-008555,Server,North America,876.61,3.32,True
ITAD-008556,Laptop,Asia Pacific,190.49,0.61,False
ITAD-008557,Printer,North America,303.3,1.96,True
ITAD-008558,Laptop,North America,191.25,3.16,True
ITAD-008559,Server,Asia Pacific,935.01,2.61,True
ITAD-008560,Printer,Latin America,326.33,1.77,True
ITAD-008561,Laptop,Europe,198.34,2.53,True
ITAD-008562,Tablet,Asia Pacific,86.28,2.78,True
ITAD-008563,Smartphone,Latin America,9.6,0.0,False
ITAD-008564,Server,North America,1158.7,2.89,True
ITAD-008565,Tablet,North America,60.02,1.57,True
ITAD-008566,Server,Middle East & Africa,1193.15,2.38,True
ITAD-008567,Server,North America,1093.81,3.38,True
ITAD-008568,Printer,North America,337.04,0.82,False
ITAD-008569,Laptop,Europe,186.0,2.13,True
ITAD-008570,Tablet,North America,63.95,3.26,True
ITAD-008571,Monitor,Europe,146.73,2.99,True
ITAD-008572,Tablet,Asia Pacific,77.41,1.3,False
ITAD-008573,Smartphone,Europe,5.45,0.0,False
ITAD-008574,Printer,Asia Pacific,149.89,2.45,True
ITAD-008575,Server,Asia Pacific,1081.79,2.86,True
ITAD-008576,Desktop,Europe,452.27,2.76,True
ITAD-008577,Printer,Asia Pacific,153.7,2.61,True
ITAD-008578,Smartphone,North America,22.73,2.66,True
ITAD-008579,Smartphone,Middle East & Africa,18.93,1.98,True
ITAD-008580,Tablet,Asia Pacific,16.72,0.0,False
ITAD-008581,Smartphone,North America,10.83,0.0,False
ITAD-008582,Laptop,Middle East & Africa,289.52,1.51,True
ITAD-008583,Monitor,Middle East & Africa,146.96,3.48,True
ITAD-008584,Desktop,Asia Pacific,75.21,0.0,False
ITAD-008585,Smartphone,Asia Pacific,62.89,2.62,True
ITAD-008586,Tablet,Asia Pacific,51.48,1.84,False
ITAD-008587,Server,North America,939.32,1.74,True
ITAD-008588,Printer,Europe,182.62,1.29,False
ITAD-008589,Tablet,North America,88.97,2.95,True
ITAD-008590,Desktop,North America,404.28,1.74,True
ITAD-008591,Smartphone,North America,40.56,1.74,True
ITAD-008592,Laptop,Latin America,329.21,1.57,True
ITAD-008593,Smartphone,Europe,7.21,0.0,False
ITAD-008594,Desktop,North America,440.06,2.91,True
ITAD-008595,Tablet,North America,78.57,1.84,True
ITAD-008596,Monitor,Europe,235.18,2.78,True
ITAD-008597,Desktop,Asia Pacific,390.96,1.53,True
ITAD-008598,Laptop,Latin America,45.65,0.0,False
ITAD-008599,Monitor,Asia Pacific,222.93,3.14,True
ITAD-008600,Smartphone,Europe,51.09,0.58,False
ITAD-008601,Printer,Asia Pacific,284.9,3.21,True
ITAD-008602,Laptop,Latin America,334.72,0.87,False
ITAD-008603,Laptop,North America,50.04,0.0,False
ITAD-008604,Smartphone,North America,43.56,1.67,True
ITAD-008605,Server,North America,831.32,1.53,True
ITAD-008606,Monitor,Europe,137.6,2.65,True
ITAD-008607,Desktop,Europe,509.72,1.05,False
ITAD-008608,Printer,North America,319.89,1.53,False
ITAD-008609,Printer,Latin America,211.63,2.56,True
ITAD-008610,Server,Asia Pacific,825.77,2.9,True
ITAD-008611,Server,Europe,712.26,1.77,True
ITAD-008612,Desktop,North America,394.51,2.53,True
ITAD-008613,Printer,Asia Pacific,306.97,2.16,True
ITAD-008614,Monitor,Europe,246.4,2.61,True
ITAD-008615,Printer,Asia Pacific,177.68,2.8,True
ITAD-008616,Server,Europe,1069.11,2.89,True
ITAD-008617,Laptop,North America,222.12,1.35,False
ITAD-008618,Smartphone,Asia Pacific,3.81,0.0,False
ITAD-008619,Tablet,North America,73.6,1.29,False
ITAD-008620,Smartphone,North America,36.73,2.64,True
ITAD-008621,Tablet,Asia Pacific,12.7,0.0,False
ITAD-008622,Printer,Europe,176.97,3.21,True
ITAD-008623,Monitor,North America,174.39,1.87,True
ITAD-008624,Monitor,Europe,184.09,3.48,True
ITAD-008625,Smartphone,North America,57.07,2.26,True
ITAD-008626,Monitor,Europe,240.53,1.72,True
ITAD-008627,Server,North America,961.0,2.83,True
ITAD-008628,Tablet,North America,95.45,2.75,True
ITAD-008629,Tablet,Europe,83.85,0.67,False
ITAD-008630,Server,Asia Pacific,797.3,0.73,False
ITAD-008631,Server,North America,693.56,1.58,True
ITAD-008632,Smartphone,Asia Pacific,66.48,3.24,True
ITAD-008633,Server,Europe,767.58,2.09,True
ITAD-008634,Desktop,North America,471.02,3.24,True
ITAD-008635,Printer,Europe,171.13,2.85,True
ITAD-008636,Monitor,Europe,199.57,1.3,False
ITAD-008637,Monitor,Asia Pacific,151.6,2.41,True
ITAD-008638,Monitor,Europe,167.24,1.81,True
ITAD-008639,Monitor,Europe,250.34,2.54,True
ITAD-008640,Tablet,Europe,52.6,1.97,True
ITAD-008641,Desktop,North America,394.43,1.19,False
ITAD-008642,Printer,Asia Pacific,136.57,2.94,True
ITAD-008643,Tablet,Asia Pacific,54.81,2.45,False
ITAD-008644,Monitor,Europe,129.26,1.99,True
ITAD-008645,Tablet,Asia Pacific,59.91,1.8,True
ITAD-008646,Server,Asia Pacific,783.97,2.38,True
ITAD-008647,Printer,North America,58.92,0.0,False
ITAD-008648,Smartphone,North America,47.28,1.22,False
ITAD-008649,Tablet,Asia Pacific,68.27,3.35,True
ITAD-008650,Server,Asia Pacific,641.22,3.16,True
ITAD-008651,Printer,North America,320.21,3.12,True
ITAD-008652,Laptop,Latin America,207.29,2.13,True
ITAD-008653,Monitor,Asia Pacific,235.45,3.29,True
ITAD-008654,Smartphone,North America,6.95,0.0,False
ITAD-008655,Desktop,Europe,360.46,2.5,True
ITAD-008656,Printer,Europe,317.85,2.91,True
ITAD-008657,Smartphone,North America,65.47,3.12,True
ITAD-008658,Tablet,Middle East & Africa,42.94,1.22,False
ITAD-008659,Tablet,Europe,71.88,1.69,True
ITAD-008660,Printer,Europe,139.82,1.79,True
ITAD-008661,Laptop,Latin America,40.41,0.0,False
ITAD-008662,Laptop,North America,39.11,0.0,False
ITAD-008663,Smartphone,Europe,31.56,2.18,True
ITAD-008664,Desktop,North America,494.28,2.72,True
ITAD-008665,Desktop,Asia Pacific,394.84,2.29,True
ITAD-008666,Tablet,Europe,97.2,1.97,True
ITAD-008667,Laptop,Europe,241.78,1.6,True
ITAD-008668,Desktop,Europe,362.43,2.9,True
ITAD-008669,Smartphone,Latin America,19.4,1.67,True
ITAD-008670,Desktop,North America,311.65,2.6,True
ITAD-008671,Laptop,Europe,330.59,2.98,True
ITAD-008672,Monitor,Europe,140.51,2.95,True
ITAD-008673,Smartphone,Asia Pacific,49.39,2.78,True
ITAD-008674,Desktop,Europe,402.27,2.69,True
ITAD-008675,Printer,Europe,226.93,2.98,True
ITAD-008676,Desktop,Asia Pacific,385.42,3.46,True
ITAD-008677,Laptop,Asia Pacific,208.64,1.72,True
ITAD-008678,Tablet,Europe,96.23,0.75,False
ITAD-008679,Smartphone,Latin America,65.72,2.23,True
ITAD-008680,Tablet,Asia Pacific,83.63,1.65,True
ITAD-008681,Desktop,North America,415.41,1.59,True
ITAD-008682,Desktop,Europe,357.96,2.96,True
ITAD-008683,Printer,Asia Pacific,285.95,1.65,True
ITAD-008684,Tablet,Europe,95.72,3.49,True
ITAD-008685,Tablet,Europe,45.31,2.13,True
ITAD-008686,Server,Middle East & Africa,1024.47,1.99,True
ITAD-008687,Monitor,Europe,161.75,1.62,True
ITAD-008688,Printer,Asia Pacific,260.65,3.1,True
ITAD-008689,Desktop,North America,377.49,2.84,True
ITAD-008690,Printer,Asia Pacific,326.75,1.51,True
ITAD-008691,Smartphone,North America,24.27,0.61,False
ITAD-008692,Monitor,Asia Pacific,214.57,1.17,False
ITAD-008693,Desktop,Asia Pacific,307.2,3.29,True
ITAD-008694,Laptop,North America,334.01,1.53,True
ITAD-008695,Server,Europe,914.07,2.26,True
ITAD-008696,Monitor,Europe,227.27,1.64,True
ITAD-008697,Monitor,Asia Pacific,165.57,3.39,True
ITAD-008698,Printer,Europe,263.58,1.6,True
ITAD-008699,Smartphone,Europe,5.39,0.0,False
ITAD-008700,Printer,Asia Pacific,241.14,1.44,False
ITAD-008701,Smartphone,North America,46.96,2.5,True
ITAD-008702,Desktop,Latin America,355.46,3.48,True
ITAD-008703,Smartphone,North America,28.41,3.27,True
ITAD-008704,Tablet,Asia Pacific,67.33,1.72,True
ITAD-008705,Desktop,Europe,409.58,3.12,True
ITAD-008706,Desktop,North America,383.56,2.0,True
ITAD-008707,Server,North America,857.29,2.8,True
ITAD-008708,Tablet,Asia Pacific,13.14,0.0,False
ITAD-008709,Smartphone,Middle East & Africa,39.84,0.74,False
ITAD-008710,Smartphone,Asia Pacific,25.66,3.25,True
ITAD-008711,Laptop,Europe,263.78,1.02,False
ITAD-008712,Tablet,Middle East & Africa,100.63,3.5,True
ITAD-008713,Desktop,North America,403.49,2.46,True
ITAD-008714,Smartphone,Latin America,61.14,2.56,True
ITAD-008715,Desktop,North America,451.36,2.61,True
ITAD-008716,Tablet,Europe,45.63,1.86,False
ITAD-008717,Smartphone,Asia Pacific,50.34,3.06,True
ITAD-008718,Desktop,Asia Pacific,501.27,0.88,False
ITAD-008719,Tablet,Asia Pacific,73.31,3.17,True
ITAD-008720,Laptop,Europe,313.67,3.24,True
ITAD-008721,Printer,Asia Pacific,194.97,2.37,True
ITAD-008722,Monitor,Middle East & Africa,158.25,2.02,True
ITAD-008723,Laptop,Asia Pacific,264.2,1.74,True
ITAD-008724,Tablet,Europe,51.81,2.21,True
ITAD-008725,Smartphone,Asia Pacific,34.75,2.55,True
ITAD-008726,Tablet,Asia Pacific,70.69,1.1,False
ITAD-008727,Server,Asia Pacific,684.52,3.4,True
ITAD-008728,Tablet,Asia Pacific,12.09,0.0,False
ITAD-008729,Desktop,North America,406.47,3.34,True
ITAD-008730,Desktop,North America,415.22,2.58,True
ITAD-008731,Server,Asia Pacific,688.57,3.1,True
ITAD-008732,Smartphone,North America,25.25,1.86,True
ITAD-008733,Tablet,Asia Pacific,13.17,0.0,False
ITAD-008734,Server,North America,1225.44,2.54,True
ITAD-008735,Monitor,Europe,217.14,1.87,True
ITAD-008736,Smartphone,Latin America,59.28,3.14,True
ITAD-008737,Printer,Europe,58.35,0.0,False
ITAD-008738,Smartphone,Asia Pacific,6.56,0.0,False
ITAD-008739,Tablet,Europe,63.7,2.31,True
ITAD-008740,Tablet,North America,93.89,2.23,True
ITAD-008741,Printer,North America,201.27,3.24,True
ITAD-008742,Server,Europe,1197.33,1.49,False
ITAD-008743,Printer,Europe,169.1,2.34,True
ITAD-008744,Smartphone,Asia Pacific,41.56,2.1,True
ITAD-008745,Printer,Europe,179.76,1.44,False
ITAD-008746,Server,North America,681.75,3.36,True
ITAD-008747,Smartphone,North America,43.84,2.77,True
ITAD-008748,Printer,Asia Pacific,27.61,0.0,False
ITAD-008749,Server,Latin America,764.69,2.18,True
ITAD-008750,Monitor,North America,242.04,1.52,True
ITAD-008751,Smartphone,Asia Pacific,41.64,3.4,True
ITAD-008752,Tablet,Europe,44.2,1.69,True
ITAD-008753,Server,Europe,1178.08,1.52,True
ITAD-008754,Server,Asia Pacific,1102.33,1.89,True
ITAD-008755,Server,Asia Pacific,1143.27,3.02,True
ITAD-008756,Smartphone,Latin America,64.83,3.11,True
ITAD-008757,Printer,North America,255.98,3.33,True
ITAD-008758,Printer,Europe,285.68,1.46,False
ITAD-008759,Desktop,North America,299.89,2.7,True
ITAD-008760,Printer,Europe,232.1,2.68,True
ITAD-008761,Desktop,Europe,316.23,3.17,True
ITAD-008762,Laptop,Asia Pacific,316.2,1.08,False
ITAD-008763,Laptop,North America,218.5,2.5,True
ITAD-008764,Server,North America,1120.1,3.11,True
ITAD-008765,Server,North America,697.05,2.34,True
ITAD-008766,Tablet,Europe,86.32,3.26,True
ITAD-008767,Monitor,North America,210.97,3.21,True
ITAD-008768,Monitor,North America,28.06,0.0,False
ITAD-008769,Printer,North America,251.3,2.38,True
ITAD-008770,Monitor,Europe,221.51,3.19,True
ITAD-008771,Monitor,Middle East & Africa,153.99,1.79,True
ITAD-008772,Server,Asia Pacific,1170.37,1.82,True
ITAD-008773,Desktop,Asia Pacific,468.23,3.08,True
ITAD-008774,Server,Europe,1214.98,1.73,True
ITAD-008775,Desktop,Asia Pacific,477.32,2.39,True
ITAD-008776,Desktop,North America,454.2,3.48,True
ITAD-008777,Laptop,North America,43.71,0.0,False
ITAD-008778,Desktop,Europe,311.42,2.64,True
ITAD-008779,Tablet,North America,47.38,2.54,True
ITAD-008780,Printer,Asia Pacific,324.23,2.37,False
ITAD-008781,Smartphone,North America,62.94,0.75,False
ITAD-008782,Desktop,North America,439.21,2.73,True
ITAD-008783,Monitor,Europe,143.43,2.22,True
ITAD-008784,Tablet,Asia Pacific,99.07,3.49,True
ITAD-008785,Server,Latin America,1215.74,0.61,False
ITAD-008786,Laptop,North America,58.39,0.0,False
ITAD-008787,Tablet,Latin America,46.22,1.11,False
ITAD-008788,Desktop,Europe,473.09,1.65,True
ITAD-008789,Tablet,Middle East & Africa,61.1,1.77,True
ITAD-008790,Monitor,Europe,149.26,1.69,True
ITAD-008791,Desktop,Asia Pacific,293.37,1.51,True
ITAD-008792,Tablet,Europe,43.74,3.48,True
ITAD-008793,Laptop,Asia Pacific,252.43,0.9,False
ITAD-008794,Server,Asia Pacific,881.71,1.57,True
ITAD-008795,Tablet,North America,59.03,1.15,False
ITAD-008796,Smartphone,North America,21.84,2.59,True
ITAD-008797,Tablet,Latin America,67.37,2.66,True
ITAD-008798,Smartphone,Asia Pacific,51.0,1.81,True
ITAD-008799,Printer,Europe,285.21,3.11,True
ITAD-008800,Desktop,North America,298.68,2.58,True
ITAD-008801,Printer,North America,214.99,1.21,False
ITAD-008802,Tablet,Asia Pacific,98.24,2.25,True
ITAD-008803,Laptop,Latin America,238.41,1.17,False
ITAD-008804,Smartphone,Europe,48.48,2.31,True
ITAD-008805,Tablet,Latin America,85.88,1.54,True
ITAD-008806,Monitor,Asia Pacific,187.16,2.64,True
ITAD-008807,Smartphone,Europe,19.71,3.09,True
ITAD-008808,Smartphone,Asia Pacific,49.3,3.28,True
ITAD-008809,Monitor,Latin America,217.98,2.93,True
ITAD-008810,Server,Europe,1115.42,3.14,True
ITAD-008811,Desktop,Asia Pacific,469.64,1.73,True
ITAD-008812,Monitor,North America,230.18,1.18,False
ITAD-008813,Printer,Latin America,265.57,1.49,False
ITAD-008814,Server,North America,832.66,2.57,True
ITAD-008815,Tablet,Europe,11.36,0.0,False
ITAD-008816,Monitor,Latin America,181.59,2.73,True
ITAD-008817,Printer,North America,312.68,2.85,True
ITAD-008818,Desktop,North America,343.34,0.65,False
ITAD-008819,Printer,North America,221.71,2.88,True
ITAD-008820,Monitor,North America,146.63,3.49,True
ITAD-008821,Laptop,Asia Pacific,216.23,0.56,False
ITAD-008822,Server,North America,1060.49,2.78,True
ITAD-008823,Tablet,Asia Pacific,95.11,2.46,True
ITAD-008824,Tablet,Europe,49.02,0.78,False
ITAD-008825,Printer,Europe,281.9,3.01,True
ITAD-008826,Laptop,Europe,289.62,1.59,True
ITAD-008827,Desktop,Asia Pacific,473.39,1.86,True
ITAD-008828,Tablet,North America,84.26,2.8,True
ITAD-008829,Tablet,Asia Pacific,7.99,0.0,False
ITAD-008830,Monitor,Europe,195.62,3.31,True
ITAD-008831,Laptop,North America,218.5,3.4,True
ITAD-008832,Monitor,North America,143.54,1.93,True
ITAD-008833,Laptop,Latin America,325.71,3.28,True
ITAD-008834,Printer,North America,218.47,2.75,True
ITAD-008835,Laptop,Europe,175.7,2.78,True
ITAD-008836,Printer,Europe,298.32,2.17,True
ITAD-008837,Monitor,Europe,232.68,3.02,True
ITAD-008838,Tablet,Latin America,45.45,3.04,True
ITAD-008839,Printer,North America,41.58,0.0,False
ITAD-008840,Monitor,Asia Pacific,127.97,2.79,True
ITAD-008841,Printer,Europe,307.3,1.89,True
ITAD-008842,Smartphone,North America,67.61,1.68,True
ITAD-008843,Server,Europe,1195.98,2.99,True
ITAD-008844,Printer,Europe,319.35,3.36,True
ITAD-008845,Smartphone,Asia Pacific,3.36,0.0,False
ITAD-008846,Monitor,Europe,156.98,2.59,True
ITAD-008847,Server,North America,900.8,2.76,True
ITAD-008848,Printer,Europe,207.25,1.95,False
ITAD-008849,Laptop,North America,310.41,3.1,True
ITAD-008850,Desktop,Latin America,416.35,1.72,True
ITAD-008851,Printer,Asia Pacific,207.76,1.82,True
ITAD-008852,Smartphone,Latin America,42.12,2.17,False
ITAD-008853,Tablet,North America,65.25,2.15,True
ITAD-008854,Tablet,Latin America,74.12,1.95,True
ITAD-008855,Printer,Asia Pacific,327.51,1.35,False
ITAD-008856,Server,North America,784.32,3.11,True
ITAD-008857,Desktop,North America,290.44,2.47,True
ITAD-008858,Smartphone,Europe,6.18,0.0,False
ITAD-008859,Laptop,North America,211.28,3.43,True
ITAD-008860,Monitor,Europe,210.4,3.32,True
ITAD-008861,Laptop,North America,288.38,1.95,True
ITAD-008862,Printer,Asia Pacific,149.52,3.49,True
ITAD-008863,Printer,Asia Pacific,296.94,1.15,False
ITAD-008864,Desktop,Latin America,333.74,2.69,True
ITAD-008865,Server,Europe,894.85,3.18,True
ITAD-008866,Monitor,North America,30.68,0.0,False
ITAD-008867,Laptop,North America,218.52,3.48,True
ITAD-008868,Smartphone,North America,33.69,3.25,True
ITAD-008869,Laptop,Latin America,320.4,1.91,True
ITAD-008870,Printer,North America,164.7,1.12,False
ITAD-008871,Server,North America,1040.86,2.74,True
ITAD-008872,Tablet,North America,75.79,2.17,True
ITAD-008873,Server,Europe,688.16,3.06,True
ITAD-008874,Tablet,Middle East & Africa,7.91,0.0,False
ITAD-008875,Smartphone,North America,6.22,0.0,False
ITAD-008876,Laptop,Europe,289.18,2.4,True
ITAD-008877,Smartphone,Asia Pacific,49.3,2.24,True
ITAD-008878,Smartphone,Latin America,57.96,0.88,False
ITAD-008879,Tablet,North America,8.54,0.0,False
ITAD-008880,Printer,North America,246.1,3.37,True
ITAD-008881,Server,Europe,1090.08,0.56,False
ITAD-008882,Server,Asia Pacific,771.33,2.32,True
ITAD-008883,Monitor,North America,247.72,2.74,True
ITAD-008884,Desktop,North America,306.6,2.92,True
ITAD-008885,Desktop,Europe,452.32,3.12,True
ITAD-008886,Server,Europe,847.56,2.68,True
ITAD-008887,Laptop,Asia Pacific,173.32,2.61,True
ITAD-008888,Laptop,Europe,312.13,1.77,True
ITAD-008889,Printer,Middle East & Africa,207.74,1.52,True
ITAD-008890,Printer,Europe,248.84,2.38,True
ITAD-008891,Server,Asia Pacific,843.89,2.57,True
ITAD-008892,Tablet,Europe,56.62,1.94,True
ITAD-008893,Printer,Asia Pacific,201.85,1.57,True
ITAD-008894,Server,Europe,780.22,3.09,True
ITAD-008895,Tablet,Asia Pacific,52.77,1.98,True
ITAD-008896,Laptop,Europe,310.88,1.74,True
ITAD-008897,Monitor,Asia Pacific,148.23,2.21,False
ITAD-008898,Desktop,Asia Pacific,285.82,3.06,True
ITAD-008899,Desktop,Asia Pacific,460.69,1.93,True
ITAD-008900,Desktop,Europe,311.28,2.43,True
ITAD-008901,Server,Europe,688.48,3.32,True
ITAD-008902,Laptop,North America,45.67,0.0,False
ITAD-008903,Smartphone,Asia Pacific,40.97,3.47,True
ITAD-008904,Laptop,North America,300.52,3.19,True
ITAD-008905,Laptop,Asia Pacific,282.12,2.53,True
ITAD-008906,Server,Europe,960.47,2.54,True
ITAD-008907,Desktop,North America,80.26,0.0,False
ITAD-008908,Tablet,North America,70.82,1.03,False
ITAD-008909,Monitor,Asia Pacific,134.98,1.73,True
ITAD-008910,Printer,Asia Pacific,308.35,2.51,True
ITAD-008911,Desktop,Asia Pacific,279.69,3.28,True
ITAD-008912,Server,Asia Pacific,791.66,3.23,True
ITAD-008913,Printer,North America,147.86,1.72,True
ITAD-008914,Laptop,Asia Pacific,249.02,2.92,True
ITAD-008915,Monitor,North America,202.95,3.27,True
ITAD-008916,Smartphone,Latin America,40.54,2.18,True
ITAD-008917,Tablet,Europe,8.93,0.0,False
