asset_id;intake_date;assessment_duration_hrs;refurb_start_date;refurb_completion_date;parts_cost;labor_hours;final_condition_score;refurb_success;certification_achieved
AST003754;21/9/2021;3.4;25/9/2021;26/9/2021;87.42;5.9;7;FALSE;
AST003755;13/6/2021;4.9;16/6/2021;16/6/2021;12.5;1;10;TRUE;None
AST003757;21/6/2023;4.4;26/6/2023;26/6/2023;16.83;2.5;10;TRUE;ISO14001
AST003759;8/11/2023;3;13/11/2023;13/11/2023;24.17;2;9.1;TRUE;R2
AST003760;18/3/2023;4;26/3/2023;27/3/2023;53.05;4.4;9.2;TRUE;R2
AST003761;20/8/2022;1.4;21/8/2022;22/8/2022;93.54;10.4;10;TRUE;None
AST003762;26/4/2022;7.6;3/5/2022;3/5/2022;151.83;8.6;9.8;TRUE;ISO14001
AST003763;23/4/2022;1.8;25/4/2022;25/4/2022;47.2;5.2;8.7;TRUE;None
AST003764;11/5/2021;4.4;19/5/2021;19/5/2021;43.89;5.1;8;TRUE;e-Stewards
AST003765;18/6/2021;2.3;22/6/2021;22/6/2021;21.1;2.4;9.4;TRUE;None
AST003766;10/12/2022;1.7;12/12/2022;12/12/2022;47.15;4.5;7.5;TRUE;e-Stewards
AST003767;7/10/2023;5.4;10/10/2023;10/10/2023;25.16;2;10;TRUE;e-Stewards
AST003768;15/3/2023;4.5;19/3/2023;19/3/2023;37.24;1.3;10;TRUE;e-Stewards
AST003769;27/5/2023;3.8;29/5/2023;29/5/2023;185.46;11.3;9.2;FALSE;
AST003770;4/4/2022;2.8;16/4/2022;16/4/2022;48.7;5.8;7.2;TRUE;e-Stewards
AST003771;10/6/2022;3.5;13/6/2022;14/6/2022;67.09;4.9;8.6;TRUE;None
AST003772;19/4/2023;5;21/4/2023;22/4/2023;33.54;5.3;9.8;FALSE;
AST003773;23/9/2020;2.2;30/9/2020;30/9/2020;51.72;3.3;8.4;TRUE;e-Stewards
AST003774;8/2/2022;3.8;13/2/2022;13/2/2022;48.47;3.6;7.9;TRUE;e-Stewards
AST003775;3/10/2022;2.2;6/10/2022;6/10/2022;47.05;3.9;7.9;TRUE;R2
AST003777;3/7/2021;2.9;10/7/2021;10/7/2021;38.49;4.8;7.1;FALSE;
AST003779;25/9/2021;3.3;26/9/2021;26/9/2021;331.64;15.8;6.5;TRUE;e-Stewards
AST003780;24/7/2022;3.8;30/7/2022;30/7/2022;31.73;1.7;9.9;TRUE;R2
AST003781;29/11/2023;1.6;5/12/2023;5/12/2023;34.2;2.5;10;TRUE;e-Stewards
AST003782;16/4/2023;1.9;19/4/2023;19/4/2023;53.3;3.2;7.8;TRUE;R2
AST003783;1/6/2020;1.9;3/6/2020;3/6/2020;17.57;1.4;8.8;TRUE;e-Stewards
AST003784;19/7/2020;3.7;22/7/2020;22/7/2020;67.99;2.4;7.3;TRUE;R2
AST003785;14/6/2020;5.5;16/6/2020;17/6/2020;68.79;6.1;6.3;FALSE;
AST003786;17/5/2023;6.2;23/5/2023;23/5/2023;25.2;1.2;10;TRUE;ISO14001
AST003787;28/12/2022;3.4;29/12/2022;29/12/2022;128.96;9.9;10;TRUE;ISO14001
AST003788;15/7/2020;6.3;16/7/2020;16/7/2020;58.51;2.9;9.1;TRUE;e-Stewards
AST003789;20/8/2023;2.7;22/8/2023;22/8/2023;55.87;7.5;10;TRUE;None
AST003790;24/6/2023;1.7;25/6/2023;25/6/2023;20.1;1;8.2;TRUE;e-Stewards
AST003791;10/5/2024;7.7;13/5/2024;13/5/2024;21.49;2.4;10;TRUE;ISO14001
AST003792;29/10/2020;1.6;1/11/2020;1/11/2020;44.91;5.3;7.8;TRUE;ISO14001
AST003793;12/8/2022;3.1;19/8/2022;19/8/2022;62.4;1.5;9.3;TRUE;None
AST003794;6/12/2021;4.4;10/12/2021;10/12/2021;30.27;4.6;7.9;TRUE;R2
AST003795;28/7/2021;3;3/8/2021;3/8/2021;13.54;3.1;10;FALSE;
AST003796;19/11/2022;1.1;22/11/2022;22/11/2022;27.79;2.7;8.9;TRUE;e-Stewards
AST003797;19/10/2020;3.9;21/10/2020;21/10/2020;36.04;4.5;7.1;FALSE;
AST003798;13/12/2022;1.4;22/12/2022;22/12/2022;47.77;2.6;10;TRUE;e-Stewards
AST003799;7/6/2022;1.8;12/6/2022;12/6/2022;20.01;3.2;9.9;FALSE;
AST003800;31/7/2021;4.5;2/8/2021;3/8/2021;63.48;5.2;5.8;TRUE;e-Stewards
AST003801;11/1/2023;1.1;12/1/2023;12/1/2023;19.03;4.5;9.8;TRUE;ISO14001
AST003802;4/7/2024;5.3;11/7/2024;11/7/2024;31.41;1.2;10;TRUE;None
AST003803;12/9/2022;2;14/9/2022;14/9/2022;115.09;6.6;10;FALSE;
AST003804;12/1/2021;4.5;15/1/2021;15/1/2021;32.69;1;9.7;TRUE;R2
AST003805;1/9/2021;1.5;4/9/2021;5/9/2021;150.82;7.8;9.6;TRUE;R2
AST003806;21/6/2020;4.1;24/6/2020;24/6/2020;42.38;6;6.7;FALSE;
AST003807;30/5/2024;4.1;1/6/2024;1/6/2024;108.85;5.6;10;TRUE;R2
AST003808;7/3/2021;2.8;10/3/2021;10/3/2021;47.3;4.5;6.4;TRUE;R2
AST003809;18/5/2022;3.9;20/5/2022;20/5/2022;64.94;5.2;8.1;TRUE;e-Stewards
AST003810;21/3/2023;2.5;25/3/2023;26/3/2023;178.44;6.4;10;TRUE;R2
AST003811;24/5/2020;3.1;25/5/2020;26/5/2020;104.12;10.6;7.9;TRUE;R2
AST003813;11/1/2024;4;12/1/2024;12/1/2024;45.75;2.7;10;TRUE;R2
AST003814;29/3/2024;5.7;31/3/2024;31/3/2024;18.79;1;10;TRUE;R2
AST003815;10/6/2023;2.7;11/6/2023;11/6/2023;37.9;1.1;10;TRUE;e-Stewards
AST003816;13/8/2021;1.2;14/8/2021;14/8/2021;19.87;2.9;9.3;TRUE;e-Stewards
AST003818;26/6/2022;6.9;1/7/2022;1/7/2022;29.07;3.1;7.8;TRUE;e-Stewards
AST003819;21/9/2024;4.1;27/9/2024;27/9/2024;17.57;1.2;10;FALSE;
AST003820;28/8/2022;6.8;31/8/2022;31/8/2022;51.53;4.5;9.3;TRUE;None
AST003821;18/6/2023;2.9;22/6/2023;22/6/2023;24.99;1.3;9.4;TRUE;R2
AST003822;12/10/2024;4.9;15/10/2024;15/10/2024;42.6;1.4;10;TRUE;ISO14001
AST003823;8/10/2023;2;12/10/2023;12/10/2023;34.41;2;10;TRUE;e-Stewards
AST003824;18/11/2023;3.3;23/11/2023;23/11/2023;21.45;2;9.2;TRUE;ISO14001
AST003825;5/5/2022;2;6/5/2022;6/5/2022;42.49;3.2;9.6;TRUE;e-Stewards
AST003826;25/10/2023;4.2;27/10/2023;27/10/2023;23.62;2.4;9.5;TRUE;ISO14001
AST003827;25/3/2023;2.9;27/3/2023;27/3/2023;28.28;2;10;TRUE;e-Stewards
AST003830;8/8/2023;3.4;12/8/2023;12/8/2023;38.55;5.1;7.8;TRUE;R2
AST003833;30/8/2024;3.5;31/8/2024;31/8/2024;16.91;1;10;FALSE;
AST003834;19/10/2023;5;20/10/2023;21/10/2023;251.65;7.3;10;FALSE;
AST003835;26/7/2024;2.2;28/7/2024;28/7/2024;18.87;1.1;10;TRUE;ISO14001
AST003837;15/2/2023;2;17/2/2023;18/2/2023;42.96;3.3;8.6;TRUE;R2
AST003838;11/3/2022;2.4;13/3/2022;14/3/2022;85.82;6.4;7.2;TRUE;None
AST003839;4/7/2021;8;6/7/2021;6/7/2021;27.71;5.2;8.4;TRUE;R2
AST003840;27/7/2023;2.8;9/8/2023;9/8/2023;15.77;1.7;10;TRUE;e-Stewards
AST003841;19/8/2021;5.3;24/8/2021;24/8/2021;66.75;3.7;7.5;TRUE;R2
AST003842;6/5/2024;8;8/5/2024;8/5/2024;36.7;1.3;9;TRUE;None
AST003843;28/3/2022;4;8/4/2022;9/4/2022;215.39;9.3;8.6;FALSE;
AST003844;5/3/2024;4.5;7/3/2024;7/3/2024;30.84;1.6;9.5;TRUE;e-Stewards
AST003846;9/3/2022;1.5;12/3/2022;13/3/2022;61.11;2.5;8.8;TRUE;ISO14001
AST003847;4/11/2023;8;7/11/2023;7/11/2023;39.17;4.3;9.7;TRUE;R2
AST003849;20/12/2020;4.1;22/12/2020;23/12/2020;38.34;6.8;6.7;TRUE;ISO14001
AST003850;13/5/2024;5.7;17/5/2024;17/5/2024;27.93;1;9.7;TRUE;ISO14001
AST003851;18/5/2023;3.9;22/5/2023;23/5/2023;45.18;2.7;9.6;FALSE;
AST003852;4/3/2022;6.9;6/3/2022;6/3/2022;24.16;6.3;8.9;TRUE;ISO14001
AST003854;26/10/2021;2.6;28/10/2021;29/10/2021;217.32;11.9;8.3;FALSE;
AST003856;5/10/2020;3;8/10/2020;9/10/2020;304.88;9.4;8.8;FALSE;
AST003857;25/1/2022;2.5;28/1/2022;28/1/2022;60.34;3.1;8.2;TRUE;e-Stewards
AST003858;1/11/2022;2.9;5/11/2022;6/11/2022;201.21;9.5;10;TRUE;e-Stewards
AST003859;30/7/2020;6.1;10/8/2020;10/8/2020;56.24;4.6;7.4;FALSE;
AST003860;27/5/2021;2;29/5/2021;29/5/2021;13.65;1;9.4;TRUE;e-Stewards
AST003861;10/6/2023;5.4;15/6/2023;15/6/2023;39.67;3.1;8.6;TRUE;ISO14001
AST003862;30/8/2022;4.6;7/9/2022;7/9/2022;45.76;2.9;10;TRUE;ISO14001
AST003863;26/11/2021;2.6;28/11/2021;28/11/2021;314.85;9.2;8;TRUE;e-Stewards
AST003864;17/10/2021;1.8;19/10/2021;19/10/2021;51.49;3.3;6.2;FALSE;
AST003865;15/8/2021;1.9;16/8/2021;17/8/2021;49.87;4.5;9.3;TRUE;R2
AST003866;22/3/2024;2.3;29/3/2024;29/3/2024;38.97;4.2;9.3;TRUE;e-Stewards
AST003867;6/2/2021;2.9;7/2/2021;7/2/2021;42.8;6.5;6.6;TRUE;e-Stewards
AST003868;20/12/2022;4.1;23/12/2022;23/12/2022;30.4;4.5;8;TRUE;R2
AST003869;4/3/2023;1.9;7/3/2023;7/3/2023;47.69;6;8.9;TRUE;e-Stewards
AST003871;27/5/2024;2.4;28/5/2024;28/5/2024;41.51;3.1;10;TRUE;e-Stewards
AST003872;30/6/2022;3.5;3/7/2022;3/7/2022;42.09;5.9;7.2;TRUE;e-Stewards
AST003873;4/5/2022;8;11/5/2022;11/5/2022;37.37;2.6;10;TRUE;e-Stewards
AST003874;27/8/2022;3.9;3/9/2022;3/9/2022;67.28;6.1;10;TRUE;e-Stewards
AST003875;13/8/2021;3.9;18/8/2021;18/8/2021;27;1.8;9.7;TRUE;R2
AST003876;25/8/2022;4.5;31/8/2022;31/8/2022;32.44;2;9.2;TRUE;ISO14001
AST003877;7/7/2022;1.9;9/7/2022;9/7/2022;66.4;2.6;6.9;TRUE;R2
AST003878;17/5/2020;2.5;21/5/2020;21/5/2020;62;6;7.2;TRUE;ISO14001
AST003880;7/1/2022;1.7;11/1/2022;11/1/2022;35.16;1.6;8;TRUE;ISO14001
AST003881;17/5/2021;1.9;21/5/2021;21/5/2021;52.45;4;8;TRUE;R2
AST003882;25/10/2023;1.2;28/10/2023;28/10/2023;42.86;1.2;9.6;TRUE;ISO14001
AST003885;19/7/2024;8;21/7/2024;21/7/2024;19.35;2.7;9.7;FALSE;
AST003886;24/12/2022;3.1;27/12/2022;27/12/2022;11.65;2.5;9.6;TRUE;e-Stewards
AST003887;6/7/2024;3.2;13/7/2024;13/7/2024;22.63;1.4;10;TRUE;ISO14001
AST003888;29/6/2024;3.1;2/7/2024;2/7/2024;36.29;4.9;8.9;TRUE;e-Stewards
AST003890;24/10/2022;3.2;27/10/2022;28/10/2022;24.68;5.1;8.8;TRUE;ISO14001
AST003891;23/5/2024;8;25/5/2024;26/5/2024;147.53;4.5;10;FALSE;
AST003892;19/6/2021;7.5;22/6/2021;23/6/2021;357.14;16.6;7.3;TRUE;e-Stewards
AST003893;16/4/2023;3.1;20/4/2023;20/4/2023;35.1;1.4;10;TRUE;e-Stewards
AST003894;11/7/2021;3.1;21/7/2021;21/7/2021;63.88;3.5;10;TRUE;None
AST003895;22/2/2021;3.3;4/3/2021;4/3/2021;17.71;3.1;8.4;TRUE;None
AST003896;19/3/2023;7.2;23/3/2023;23/3/2023;32.15;3.1;10;TRUE;ISO14001
AST003897;8/6/2022;3.2;11/6/2022;11/6/2022;57.45;5.7;6.8;TRUE;e-Stewards
AST003899;8/12/2022;3.2;13/12/2022;13/12/2022;16;1;10;TRUE;e-Stewards
AST003900;17/2/2020;2.2;19/2/2020;19/2/2020;79.38;6.6;6.2;TRUE;R2
AST003901;14/7/2024;4.3;23/7/2024;23/7/2024;25.01;1;10;TRUE;None
AST003902;3/10/2020;4.1;9/10/2020;9/10/2020;28.85;4.5;8.4;TRUE;ISO14001
AST003903;18/7/2022;6.3;19/7/2022;19/7/2022;43.32;7.2;8.4;TRUE;R2
AST003904;11/3/2021;4.5;15/3/2021;16/3/2021;27.43;1.5;10;TRUE;e-Stewards
AST003905;14/3/2023;3.5;15/3/2023;15/3/2023;22.25;3;9.2;TRUE;e-Stewards
AST003907;11/7/2022;5.8;13/7/2022;13/7/2022;99.71;16.4;8.1;FALSE;
AST003909;28/9/2023;2.6;4/10/2023;4/10/2023;21.71;4.7;9.6;TRUE;R2
AST003910;2/4/2020;3.7;3/4/2020;3/4/2020;39.03;2.8;9.3;TRUE;e-Stewards
AST003912;26/6/2021;6.6;10/7/2021;10/7/2021;91.94;4.9;6.3;TRUE;None
AST003913;7/10/2021;2;9/10/2021;10/10/2021;48.9;5.5;9.1;TRUE;R2
AST003915;6/1/2023;3.7;14/1/2023;14/1/2023;52.72;4.3;8.7;TRUE;R2
AST003916;19/8/2022;2.5;25/8/2022;25/8/2022;32.79;1.8;9.4;TRUE;ISO14001
AST003917;1/7/2021;3.5;7/7/2021;7/7/2021;175.12;5.5;9.4;FALSE;
AST003918;17/2/2022;2.2;22/2/2022;22/2/2022;52.98;5.5;8.8;TRUE;ISO14001
AST003919;19/3/2022;2.4;21/3/2022;21/3/2022;19.89;5.7;7.6;TRUE;ISO14001
AST003921;6/4/2022;2.9;8/4/2022;8/4/2022;124.14;4.4;10;TRUE;R2
AST003922;9/6/2021;3.5;12/6/2021;13/6/2021;84.06;11.7;10;TRUE;e-Stewards
AST003923;18/9/2021;2;22/9/2021;22/9/2021;277.24;16.7;8.4;TRUE;e-Stewards
AST003924;9/12/2020;3.3;12/12/2020;12/12/2020;37;3.3;7.9;TRUE;ISO14001
AST003925;10/2/2022;2.3;19/2/2022;19/2/2022;19.64;1.3;10;FALSE;
AST003927;10/8/2024;6;22/8/2024;22/8/2024;29.42;3.8;9.1;TRUE;e-Stewards
AST003928;22/7/2020;1.9;23/7/2020;24/7/2020;86.97;4.3;7.1;TRUE;ISO14001
AST003929;21/2/2021;7.1;22/2/2021;23/2/2021;86.6;5;6.4;TRUE;R2
AST003930;29/3/2023;1.5;3/4/2023;3/4/2023;26.73;1.9;10;TRUE;ISO14001
AST003931;15/2/2023;3.6;20/2/2023;20/2/2023;164.41;5.5;10;TRUE;R2
AST003932;11/6/2023;8;17/6/2023;17/6/2023;40.18;1;10;TRUE;R2
AST003933;19/2/2024;3.6;23/2/2024;23/2/2024;42.18;1.6;10;TRUE;R2
AST003934;22/3/2023;2.9;26/3/2023;26/3/2023;36.08;3.7;10;TRUE;R2
AST003935;30/5/2021;5.7;2/6/2021;2/6/2021;33.76;1;10;TRUE;None
AST003936;6/11/2021;3.7;8/11/2021;9/11/2021;21.66;5;8.6;TRUE;e-Stewards
AST003937;22/3/2023;7.2;25/3/2023;25/3/2023;254.66;11.6;9.8;TRUE;R2
AST003939;21/1/2021;3.7;22/1/2021;23/1/2021;140.45;16.6;8.3;TRUE;R2
AST003940;8/12/2020;2.3;22/12/2020;22/12/2020;28.17;5.9;7.4;TRUE;R2
AST003941;6/8/2021;8;7/8/2021;8/8/2021;176.16;15.6;8.5;TRUE;e-Stewards
AST003942;11/10/2021;2.9;22/10/2021;22/10/2021;66.11;3;8.3;FALSE;
AST003943;24/6/2023;3.1;26/6/2023;26/6/2023;29.34;1.4;9.8;TRUE;e-Stewards
AST003944;20/3/2024;4.7;24/3/2024;25/3/2024;299.54;16.6;8.3;FALSE;
AST003945;6/3/2022;8;10/3/2022;10/3/2022;69.17;5.9;7.9;TRUE;ISO14001
AST003946;16/9/2022;3.3;24/9/2022;24/9/2022;194.72;10.5;10;TRUE;e-Stewards
AST003947;1/8/2023;3;5/8/2023;5/8/2023;56.51;5.1;9.1;TRUE;e-Stewards
AST003948;18/7/2023;2.9;24/7/2023;24/7/2023;17.57;1;9.4;TRUE;ISO14001
AST003949;23/6/2020;2.5;24/6/2020;25/6/2020;53.65;6.5;5.3;TRUE;None
AST003950;28/9/2023;4.8;2/10/2023;2/10/2023;238.57;6;8.8;FALSE;
AST003951;7/12/2022;4.8;10/12/2022;10/12/2022;26.31;2.9;6;TRUE;e-Stewards
AST003952;25/10/2023;8;1/11/2023;1/11/2023;195.97;5.9;10;TRUE;e-Stewards
AST003953;21/2/2022;5.4;23/2/2022;24/2/2022;69.4;4.8;8.4;TRUE;e-Stewards
AST003954;12/9/2022;2.6;16/9/2022;16/9/2022;52.54;5.6;8.1;TRUE;ISO14001
AST003955;30/6/2020;4.8;3/7/2020;3/7/2020;99.64;6.3;6.8;TRUE;R2
AST003956;16/3/2024;2.8;20/3/2024;20/3/2024;14.38;3.9;10;TRUE;R2
AST003957;17/11/2020;2.9;18/11/2020;18/11/2020;25.06;4;7.2;TRUE;e-Stewards
AST003958;5/2/2023;6.6;6/2/2023;6/2/2023;42.27;1.5;10;TRUE;None
AST003959;25/1/2021;2.4;28/1/2021;29/1/2021;51.48;1.6;7.2;TRUE;e-Stewards
AST003960;14/7/2024;1.7;19/7/2024;19/7/2024;31.49;2;10;TRUE;ISO14001
AST003962;2/10/2023;3.1;7/10/2023;8/10/2023;29.7;1;10;TRUE;ISO14001
AST003963;8/12/2023;2.4;11/12/2023;12/12/2023;64.77;11.4;10;TRUE;e-Stewards
AST003965;26/9/2021;4.3;27/9/2021;27/9/2021;43.13;3.5;5.6;TRUE;ISO14001
AST003967;13/3/2022;3.6;18/3/2022;19/3/2022;36.68;4.3;8.4;TRUE;None
AST003968;22/4/2023;3.4;4/5/2023;4/5/2023;18.65;2.9;9.5;TRUE;e-Stewards
AST003969;17/5/2022;2.8;18/5/2022;19/5/2022;230.21;11.4;9.6;TRUE;ISO14001
AST003970;14/5/2021;8;17/5/2021;17/5/2021;31.21;3.3;7.8;FALSE;
AST003972;7/9/2020;3.9;10/9/2020;10/9/2020;15.29;1;7.6;TRUE;None
AST003975;16/10/2021;3.6;20/10/2021;20/10/2021;108.61;14.2;8.4;TRUE;ISO14001
AST003977;14/8/2022;1.8;19/8/2022;19/8/2022;12.38;1.3;9.1;TRUE;ISO14001
AST003978;26/4/2023;4.6;6/5/2023;6/5/2023;44.82;1.1;9.9;TRUE;R2
AST003979;10/1/2023;2.9;13/1/2023;13/1/2023;21.96;5.6;8.3;TRUE;e-Stewards
AST003980;26/3/2022;2.8;4/4/2022;4/4/2022;45.11;1.8;9.7;TRUE;ISO14001
AST003982;24/6/2020;6.8;25/6/2020;25/6/2020;51.73;4.2;8.4;TRUE;e-Stewards
AST003983;22/10/2022;5.2;25/10/2022;25/10/2022;45.07;2.2;8.6;TRUE;R2
AST003984;24/10/2021;8;26/10/2021;27/10/2021;20.92;2.7;8.6;TRUE;R2
AST003985;15/8/2023;2;17/8/2023;17/8/2023;45.42;2.7;9;FALSE;
AST003986;27/3/2022;8;30/3/2022;30/3/2022;81.61;4;7.4;TRUE;R2
AST003988;23/1/2021;7.1;26/1/2021;26/1/2021;19.39;5.2;5.1;FALSE;
AST003989;20/6/2020;3.4;25/6/2020;25/6/2020;34.54;1;8.5;TRUE;e-Stewards
AST003990;24/4/2021;1.4;27/4/2021;28/4/2021;44.36;5.3;6.8;TRUE;ISO14001
AST003991;4/3/2021;1.7;9/3/2021;10/3/2021;17.82;3.1;6.8;FALSE;
AST003992;2/7/2021;7.6;6/7/2021;6/7/2021;23.9;4.1;7.8;TRUE;R2
AST003993;13/6/2023;2.9;17/6/2023;17/6/2023;25.65;4.2;10;TRUE;R2
AST003995;25/4/2022;3.2;27/4/2022;27/4/2022;23.45;3.2;8.8;TRUE;e-Stewards
AST003996;7/8/2022;4.4;9/8/2022;9/8/2022;22.07;5.7;9.1;TRUE;ISO14001
AST003998;2/8/2021;1.3;13/8/2021;13/8/2021;41.54;1.2;9.3;FALSE;
AST003999;27/2/2021;4.3;1/3/2021;2/3/2021;117.42;14.7;7.8;FALSE;
AST004000;2/8/2020;4.1;12/8/2020;12/8/2020;50.61;6.7;6.3;TRUE;e-Stewards
AST004001;26/1/2022;6.5;31/1/2022;31/1/2022;17.59;3.5;9.7;TRUE;R2
AST004002;12/8/2021;8;16/8/2021;16/8/2021;84.83;3.7;7.9;TRUE;R2
AST004004;18/7/2024;3.9;22/7/2024;22/7/2024;37.83;1.6;10;TRUE;ISO14001
AST004006;26/2/2022;4;4/3/2022;4/3/2022;15.54;4.2;10;TRUE;e-Stewards
AST004007;18/10/2023;4.8;21/10/2023;21/10/2023;47.43;3;9.3;TRUE;ISO14001
AST004008;17/12/2022;4.5;23/12/2022;23/12/2022;23.9;5.4;8.4;TRUE;R2
AST004009;30/6/2020;3.7;2/7/2020;2/7/2020;132.4;9.1;8.2;TRUE;R2
AST004010;25/6/2023;1.6;29/6/2023;29/6/2023;14.27;1;10;TRUE;None
AST004011;7/6/2022;2.1;10/6/2022;10/6/2022;62.77;2.9;8.9;FALSE;
AST004012;30/1/2023;3.6;31/1/2023;31/1/2023;47.22;2.2;9.6;TRUE;R2
AST004013;27/3/2020;2.4;1/4/2020;1/4/2020;67.83;2.9;6.1;TRUE;R2
AST004014;19/4/2020;2.3;21/4/2020;21/4/2020;97.67;6.2;5.8;FALSE;
AST004015;13/6/2021;2.4;17/6/2021;18/6/2021;101.95;17.6;8.1;TRUE;e-Stewards
AST004016;13/2/2024;3.3;14/2/2024;14/2/2024;31.22;1.6;10;FALSE;
AST004017;24/1/2022;3.5;27/1/2022;28/1/2022;38.52;5.3;7;TRUE;R2
AST004018;15/7/2024;5.7;16/7/2024;16/7/2024;14.62;1.1;10;TRUE;ISO14001
AST004019;9/7/2023;1.4;12/7/2023;12/7/2023;51.69;2.9;9.1;TRUE;e-Stewards
AST004020;5/2/2023;8;8/2/2023;8/2/2023;45.54;5.7;10;FALSE;
AST004021;15/5/2024;2.4;16/5/2024;16/5/2024;26.33;2.4;10;TRUE;ISO14001
AST004023;17/6/2022;3;19/6/2022;19/6/2022;53.25;3.6;7.5;TRUE;e-Stewards
AST004024;24/7/2022;8;29/7/2022;30/7/2022;62.8;5;9.7;TRUE;ISO14001
AST004025;21/2/2020;3.1;1/3/2020;2/3/2020;91.77;6.3;6.3;TRUE;ISO14001
AST004026;16/11/2022;8;20/11/2022;21/11/2022;83.37;6.3;10;TRUE;R2
AST004028;20/3/2023;5.6;22/3/2023;22/3/2023;16.8;3.4;9;TRUE;R2
AST004030;12/5/2022;2.4;19/5/2022;20/5/2022;207.34;15.4;9.4;TRUE;R2
AST004031;19/3/2024;4.6;21/3/2024;21/3/2024;136.44;6.9;10;TRUE;e-Stewards
AST004033;20/5/2022;5.8;28/5/2022;28/5/2022;160;5.5;10;TRUE;None
AST004034;30/8/2023;2.5;1/9/2023;1/9/2023;43.26;3.3;9;TRUE;None
AST004035;19/7/2020;2.7;26/7/2020;26/7/2020;43.68;2.9;7.4;TRUE;R2
AST004036;17/9/2024;1.3;26/9/2024;27/9/2024;59.07;1.4;9.1;TRUE;ISO14001
AST004037;9/3/2020;2.6;11/3/2020;11/3/2020;83.15;7.2;5.8;FALSE;
AST004038;20/9/2021;4.1;23/9/2021;23/9/2021;74.64;4;7.9;TRUE;R2
AST004039;28/6/2021;2.5;3/7/2021;3/7/2021;21.13;4.1;9;TRUE;R2
AST004040;9/9/2021;8;12/9/2021;12/9/2021;37.62;4.5;8;FALSE;
AST004041;17/11/2021;1.5;21/11/2021;22/11/2021;307.77;15.1;8.5;FALSE;
AST004042;31/7/2024;2.3;2/8/2024;2/8/2024;31.15;1;10;TRUE;ISO14001
AST004043;28/8/2023;5.7;3/9/2023;3/9/2023;49.55;1.1;9;TRUE;R2
AST004044;31/10/2022;2.3;3/11/2022;3/11/2022;58.79;5.4;8;TRUE;e-Stewards
AST004045;14/1/2021;2;15/1/2021;15/1/2021;41.17;5.2;7;TRUE;ISO14001
AST004046;6/4/2023;2.8;8/4/2023;9/4/2023;214.96;6.1;10;TRUE;None
AST004048;15/6/2023;3.2;17/6/2023;18/6/2023;97.62;8.6;10;FALSE;
AST004049;10/2/2022;1.5;19/2/2022;20/2/2022;81.1;3.6;7.3;TRUE;e-Stewards
AST004050;22/9/2023;1.9;25/9/2023;26/9/2023;34.48;1.3;10;TRUE;R2
AST004051;29/2/2020;2.5;3/3/2020;3/3/2020;31.14;4.3;6.3;FALSE;
AST004052;14/4/2024;2.3;18/4/2024;18/4/2024;19.86;1.9;10;TRUE;e-Stewards
AST004055;22/7/2023;2.1;29/7/2023;30/7/2023;81.73;5.8;10;FALSE;
AST004056;6/1/2022;3.5;8/1/2022;8/1/2022;14.04;3.5;9;TRUE;R2
AST004057;26/8/2023;4.6;28/8/2023;28/8/2023;21.19;1;10;TRUE;e-Stewards
AST004058;20/9/2024;3;23/9/2024;23/9/2024;35.14;1;10;TRUE;ISO14001
AST004059;3/4/2022;8;4/4/2022;4/4/2022;41.21;6.3;8.2;TRUE;e-Stewards
AST004061;19/2/2024;2.8;22/2/2024;22/2/2024;13.56;1;10;TRUE;ISO14001
AST004062;27/8/2021;2;2/9/2021;3/9/2021;74.82;8.3;5.8;TRUE;ISO14001
AST004064;5/5/2023;1.8;10/5/2023;10/5/2023;28.75;4.5;10;TRUE;R2
AST004066;26/11/2023;7.6;27/11/2023;27/11/2023;234.64;10.8;8.7;TRUE;e-Stewards
AST004067;25/7/2020;2;26/7/2020;27/7/2020;38.41;2.8;8.6;TRUE;R2
AST004068;13/10/2021;4.1;17/10/2021;17/10/2021;78.07;4.5;7.2;TRUE;e-Stewards
AST004070;13/3/2024;5.1;18/3/2024;18/3/2024;27.26;1;10;FALSE;
AST004071;19/1/2022;7.6;25/1/2022;26/1/2022;65.17;5.6;8.5;TRUE;None
AST004073;6/3/2022;2.8;8/3/2022;8/3/2022;55.31;4.2;8.1;TRUE;None
AST004076;16/10/2021;1.7;19/10/2021;19/10/2021;67.38;6.1;8.9;FALSE;
AST004077;5/2/2022;4.8;14/2/2022;14/2/2022;62.68;4.4;10;TRUE;None
AST004078;22/2/2024;3;28/2/2024;28/2/2024;18.44;1.4;10;TRUE;R2
AST004080;24/7/2022;8;28/7/2022;28/7/2022;47.28;3.4;9.5;TRUE;ISO14001
AST004081;29/4/2020;6.3;1/5/2020;1/5/2020;26.11;3.3;7.8;FALSE;
AST004083;14/12/2020;2.5;20/12/2020;20/12/2020;31.4;3;8.9;TRUE;e-Stewards
AST004084;26/10/2023;6.1;1/11/2023;1/11/2023;48.52;1;10;TRUE;R2
AST004085;26/9/2023;2.2;3/10/2023;3/10/2023;84.47;5.5;7.3;TRUE;R2
AST004086;4/7/2022;5.6;5/7/2022;5/7/2022;13.44;3.4;9.1;TRUE;None
AST004087;29/4/2021;4;4/5/2021;4/5/2021;27.51;4.6;8.9;TRUE;None
AST004089;23/12/2020;2.8;29/12/2020;29/12/2020;18.45;3.5;8.8;TRUE;None
AST004090;25/2/2021;2;28/2/2021;28/2/2021;36.38;1;8.4;TRUE;ISO14001
