asset_id;device_type;brand;model;acquisition_date;condition_score;original_price;age_months;refurb_potential;carbon_footprint_kg
AST003862;Laptop;HP;HP Inspiron9114;22/8/2022;9.7;1117.68;28.3;High;295.7
AST003863;Server;Dell;Dell Elite2361;19/11/2021;7.1;3948.33;37.4;High;1178
AST003864;Smartphone;HP;HP Latitude1203;8/10/2021;4.6;527.93;38.8;Medium;83.3
AST003865;Laptop;HP;HP Pavilion7662;12/8/2021;7.5;903.78;40.6;High;319.7
AST003866;Laptop;HP;HP Elite3174;21/3/2024;8.7;1150.32;9.4;High;303.2
AST003867;Laptop;Lenovo;Lenovo ThinkPad5846;6/2/2021;5.6;762.93;46.8;Medium;317.3
AST003868;Laptop;HP;HP Elite2486;20/12/2022;7.4;914;24.4;High;326.8
AST003869;Laptop;HP;HP Pro8860;1/3/2023;7.3;946.58;22;High;325.6
AST003870;Server;Samsung;Samsung Pavilion5994;1/8/2020;6;3334.12;53;Medium;1191.9
AST003871;Tablet;Acer;Acer Elite8524;24/5/2024;8.8;473.5;7.3;High;144.3
AST003872;Laptop;Apple;Apple 1399;27/6/2022;5.9;1117.5;30.2;Medium;283.3
AST003873;Laptop;Apple;Apple Inspiron8598;1/5/2022;9.9;1185.01;32;High;283.5
AST003874;Server;Acer;Acer 3271;10/8/2022;10;3058.92;28.7;High;1105.6
AST003875;Monitor;Dell;Dell 7641;9/8/2021;8.1;317.61;40.7;High;215.7
AST003876;Desktop;Apple;Apple Elite7068;22/8/2022;7.4;841.59;28.3;High;244.3
AST003877;Desktop;Acer;Acer Pavilion8607;1/7/2022;6.3;751.9;30;Medium;249.5
AST003878;Laptop;Dell;Dell Pavilion1022;17/5/2020;5.3;993.98;55.5;Medium;282.6
AST003879;Tablet;Apple;Apple 2158;8/11/2022;9.1;561.59;25.8;High;159.6
AST003880;Monitor;Lenovo;Lenovo Inspiron6454;5/1/2022;7.3;281.56;35.8;High;189.2
AST003881;Desktop;Lenovo;Lenovo Latitude1535;12/5/2021;6.2;634.69;43.7;Medium;272.6
AST003882;Desktop;Apple;Apple ThinkPad7977;15/10/2023;8.8;889.43;14.6;High;266.1
AST003883;Desktop;Other;Other 5420;1/9/2023;8.8;757.41;16;High;273.7
AST003884;Monitor;Other;Other Pavilion9887;10/5/2024;10;284.66;7.7;High;204.9
AST003885;Desktop;Samsung;Samsung Latitude4393;16/7/2024;8.9;698.52;5.5;High;257.1
AST003886;Monitor;HP;HP 2326;22/12/2022;8.7;331.08;24.3;High;217.3
AST003887;Desktop;Acer;Acer Latitude6500;3/7/2024;9.6;733.48;5.9;High;262.6
AST003888;Laptop;Dell;Dell Pavilion1898;19/6/2024;8.3;1016.7;6.4;High;296.2
AST003889;Desktop;Dell;Dell Latitude6963;6/8/2023;7.6;772.05;16.9;High;262.8
AST003890;Laptop;ASUS;ASUS Pro2818;9/10/2022;7.8;735.61;26.7;High;296.9
AST003891;Server;HP;HP Inspiron6989;14/5/2024;10;4099.14;7.6;High;1161.8
AST003892;Server;HP;HP Inspiron1669;13/6/2021;5.4;3075.1;42.6;Medium;1148.5
AST003893;Laptop;HP;HP ThinkPad7003;11/4/2023;9.7;873.2;20.7;High;296.7
AST003894;Laptop;Dell;Dell Elite2097;3/7/2021;8;955.03;42;High;291.4
AST003895;Desktop;Lenovo;Lenovo Latitude4354;7/2/2021;6.7;581.9;46.7;Medium;240.5
AST003896;Laptop;Lenovo;Lenovo Elite6487;19/3/2023;10;1014.99;21.5;High;298.8
AST003897;Laptop;Dell;Dell Elite9841;6/6/2022;6.2;1093.77;30.8;Medium;308.6
AST003898;Monitor;HP;HP Pro8839;20/10/2022;9.3;407.4;26.4;High;183.7
AST003899;Tablet;HP;HP Pavilion4437;6/12/2022;8.8;400.74;24.8;High;149
AST003900;Laptop;Apple;Apple 4693;18/1/2020;4.7;1016.27;59.4;Medium;282.1
AST003901;Desktop;Lenovo;Lenovo ThinkPad6778;16/6/2024;10;730.04;6.5;High;261.3
AST003902;Laptop;Lenovo;Lenovo ThinkPad9250;27/9/2020;6.5;705.71;51.1;Medium;291.2
AST003903;Laptop;Apple;Apple Pavilion7929;14/7/2022;7.5;1214.72;29.6;High;310.2
AST003904;Monitor;Acer;Acer ThinkPad1892;9/3/2021;8.6;314.76;45.8;High;219.6
AST003905;Desktop;ASUS;ASUS Pro7108;7/3/2023;8.5;762.23;21.8;High;264.5
AST003906;Laptop;Dell;Dell ThinkPad8412;16/8/2023;8;1084.43;16.5;High;314.1
AST003907;Server;Apple;Apple Inspiron9215;3/7/2022;6.8;3340.96;30;Medium;1126
AST003908;Desktop;Dell;Dell Latitude3010;25/11/2021;8.6;669.45;37.2;High;252.6
AST003909;Laptop;ASUS;ASUS Inspiron9714;26/9/2023;7.9;914.78;15.2;High;303
AST003910;Monitor;ASUS;ASUS Pavilion9730;25/3/2020;7.6;281.88;57.2;High;181.6
AST003911;Laptop;Lenovo;Lenovo ThinkPad8405;10/10/2023;8.4;731.04;14.7;High;274.5
AST003912;Laptop;Lenovo;Lenovo Latitude7031;23/6/2021;5;855.37;42.3;Medium;291.8
AST003913;Laptop;Apple;Apple 2075;1/10/2021;7.3;1247.86;39;High;278.4
AST003914;Laptop;HP;HP Elite8501;12/4/2021;7.2;735.33;44.6;High;292.9
AST003915;Laptop;Lenovo;Lenovo Pro2313;26/12/2022;8.1;933.96;24.2;High;276.3
AST003916;Monitor;Dell;Dell Inspiron3929;18/8/2022;8.7;369.66;28.4;High;180.7
AST003917;Server;HP;HP ThinkPad2260;27/6/2021;8.4;4064.1;42.1;High;1107.9
AST003918;Laptop;Acer;Acer Pro3699;13/2/2022;7.6;938.62;34.6;High;282
AST003919;Tablet;Samsung;Samsung ThinkPad2835;13/3/2022;6.2;485.1;33.6;Medium;141.4
AST003920;Server;Acer;Acer Pavilion3424;11/4/2023;10;3130.51;20.7;High;1308.2
AST003921;Server;Lenovo;Lenovo Inspiron3465;6/4/2022;10;2759.46;32.9;High;1137.9
AST003922;Server;Dell;Dell 4346;7/6/2021;8.4;3711.47;42.8;High;1199.5
AST003923;Server;Apple;Apple Latitude1371;18/9/2021;6.5;4523.8;39.4;Medium;1205.5
AST003924;Laptop;Lenovo;Lenovo ThinkPad7824;6/12/2020;6.4;733.86;48.8;Medium;275.4
AST003925;Desktop;Lenovo;Lenovo Pavilion9870;8/2/2022;8.6;704.35;34.7;High;274.2
AST003926;Desktop;Dell;Dell Elite8764;7/12/2020;6.8;709.46;48.8;Medium;229.9
AST003927;Laptop;Lenovo;Lenovo ThinkPad7883;7/8/2024;8.3;957.98;4.8;High;292.1
AST003928;Laptop;HP;HP Inspiron1351;22/7/2020;5.5;932.96;53.3;Medium;311.6
AST003929;Laptop;Other;Other ThinkPad4097;20/2/2021;4.8;715.83;46.3;Medium;328.9
AST003930;Laptop;ASUS;ASUS Pro1361;13/3/2023;8.8;890.73;21.6;High;290.6
AST003931;Server;Dell;Dell 4806;9/2/2023;9.6;2915.87;22.7;High;1122.9
AST003932;Desktop;Samsung;Samsung 9513;25/5/2023;9.7;750.45;19.3;High;261.5
AST003933;Laptop;Lenovo;Lenovo Pavilion6503;19/2/2024;10;961.58;10.4;High;283.6
AST003934;Laptop;Apple;Apple Inspiron6616;13/3/2023;9.1;1355.41;21.6;High;281.7
AST003935;Monitor;Dell;Dell Pavilion6346;22/5/2021;8.3;286.38;43.3;High;213.9
AST003936;Laptop;Acer;Acer Inspiron9686;28/10/2021;6.9;819.24;38.1;Medium;277.9
AST003937;Server;HP;HP 9986;11/3/2023;7.8;3265.35;21.7;High;1176.9
AST003938;Desktop;Dell;Dell Inspiron8503;24/11/2020;6.9;589.72;49.2;Medium;248.1
AST003939;Server;HP;HP ThinkPad3161;19/1/2021;6.7;3330.44;47.4;Medium;1246.1
AST003940;Laptop;Apple;Apple 6021;8/12/2020;5.7;1071.4;48.8;Medium;290.5
AST003941;Server;Apple;Apple Elite5259;24/7/2021;6.8;3765.12;41.3;Medium;1115.4
AST003942;Desktop;Dell;Dell Elite8933;6/10/2021;6.7;691.7;38.8;Medium;268
AST003943;Monitor;Lenovo;Lenovo ThinkPad5720;22/6/2023;8.5;350.62;18.3;High;215.1
AST003944;Server;Dell;Dell 1775;9/3/2024;6.9;3747.36;9.8;Medium;1095.7
AST003945;Laptop;HP;HP Elite6785;20/2/2022;6.6;1079.79;34.3;Medium;278.9
AST003946;Server;Lenovo;Lenovo ThinkPad8469;3/9/2022;8.7;3441.84;27.9;High;1172
AST003947;Laptop;Other;Other Elite3634;24/7/2023;7.8;993.92;17.3;High;306.6
AST003948;Monitor;Lenovo;Lenovo Pavilion9770;9/7/2023;8.6;321.4;17.8;High;218.8
AST003949;Laptop;HP;HP ThinkPad3986;23/6/2020;4.5;992.75;54.3;Medium;286.7
AST003950;Server;Acer;Acer Elite3514;27/9/2023;8.3;3368.43;15.1;High;1131.6
AST003951;Tablet;HP;HP Elite4897;4/12/2022;5.1;409.54;24.9;Medium;154.5
AST003952;Server;Acer;Acer Pro1674;25/10/2023;9;2878.76;14.2;High;1088.2
AST003953;Laptop;Acer;Acer ThinkPad3072;8/2/2022;7.7;767.22;34.7;High;296.9
AST003954;Laptop;Apple;Apple Inspiron5266;12/9/2022;7;1278;27.6;High;315.2
AST003955;Laptop;Lenovo;Lenovo ThinkPad4022;27/6/2020;4.9;694.3;54.1;Medium;290
AST003956;Desktop;ASUS;ASUS Elite1568;16/3/2024;9;581.73;9.5;High;237.4
AST003957;Desktop;Dell;Dell Pavilion6192;16/11/2020;6.5;539.07;49.5;Medium;263.1
AST003958;Desktop;Acer;Acer ThinkPad3423;5/2/2023;9.1;759.5;22.8;High;230.5
AST003959;Monitor;Dell;Dell ThinkPad8347;25/1/2021;6.2;296.33;47.2;Medium;182.9
AST003960;Desktop;Lenovo;Lenovo Latitude3663;11/7/2024;10;783.04;5.7;High;268.4
AST003961;Monitor;Dell;Dell Latitude5940;22/10/2023;10;292.61;14.3;High;205.6
AST003962;Laptop;HP;HP Pro1408;28/9/2023;9.8;1071.52;15.1;High;308
AST003963;Server;Dell;Dell Inspiron9182;7/12/2023;9;3243.18;12.8;High;1265
AST003964;Laptop;Lenovo;Lenovo 3381;18/2/2022;7.9;775.07;34.4;High;279.3
AST003965;Smartphone;HP;HP Inspiron6246;27/8/2021;5.1;617.42;40.1;Medium;74.4
AST003966;Server;Apple;Apple Elite1070;27/3/2023;7.6;4050.55;21.2;High;1222.8
AST003967;Laptop;HP;HP Pavilion9948;12/3/2022;7.6;900.59;33.7;High;318
AST003968;Desktop;HP;HP Latitude6427;10/4/2023;8;733.07;20.7;High;234
AST003969;Server;Other;Other Pavilion5842;17/5/2022;8.4;3191.61;31.5;High;1162.2
AST003970;Desktop;Lenovo;Lenovo Inspiron5748;9/5/2021;6;510.94;43.8;Medium;240.6
AST003971;Server;Dell;Dell 3409;26/7/2021;9.9;3854.36;41.2;High;1133.2
AST003972;Monitor;Lenovo;Lenovo 8243;7/9/2020;6;251.36;51.8;Medium;189
AST003973;Server;ASUS;ASUS ThinkPad2840;5/2/2024;10;3612.08;10.8;High;1089.2
AST003974;Laptop;ASUS;ASUS Pavilion8847;6/6/2024;10;986.75;6.8;High;304.4
AST003975;Server;HP;HP Pro3284;9/10/2021;7.2;3578.03;38.7;High;1291
AST003976;Laptop;Apple;Apple Pavilion2914;12/1/2024;9.3;990.55;11.6;High;322.1
AST003977;Monitor;Acer;Acer ThinkPad1406;11/8/2022;8.3;260.97;28.7;High;180.6
AST003978;Desktop;Lenovo;Lenovo Inspiron4610;26/4/2023;8.6;549.77;20.2;High;241.2
AST003979;Desktop;Dell;Dell Inspiron6855;10/1/2023;7.5;858.31;23.7;High;259.2
AST003980;Laptop;Dell;Dell Pro6347;24/3/2022;8.2;968.12;33.3;High;291.4
AST003981;Monitor;Samsung;Samsung Pro4197;1/10/2021;7.6;350.48;39;High;219
AST003982;Desktop;Dell;Dell Latitude9625;20/6/2020;7.8;555.62;54.4;High;254.9
AST003983;Laptop;Apple;Apple Elite5553;25/9/2022;8.1;1009.68;27.2;High;329.2
AST003984;Tablet;Lenovo;Lenovo Elite1369;17/10/2021;6.6;403.6;38.5;Medium;157.3
AST003985;Laptop;Dell;Dell Pro9821;1/8/2023;8.4;924.6;17;High;289.2
AST003986;Laptop;HP;HP 8298;12/3/2022;6.6;945.73;33.7;Medium;275.9
AST003987;Laptop;ASUS;ASUS Pavilion2431;20/12/2021;8.7;857.77;36.4;High;278.5
AST003988;Tablet;HP;HP Latitude7462;12/1/2021;4;385.78;47.6;Medium;138.7
AST003989;Monitor;Acer;Acer Elite9035;3/6/2020;7.9;325.89;54.9;High;186.9
AST003990;Laptop;Dell;Dell ThinkPad9381;22/4/2021;5.3;1000.43;44.3;Medium;298.3
AST003991;Tablet;Dell;Dell Pro6915;18/2/2021;6.1;485.28;46.4;Medium;151.6
AST003992;Tablet;Lenovo;Lenovo Inspiron3423;28/6/2021;6.4;367.84;42.1;Medium;143.8
AST003993;Desktop;HP;HP Pavilion8006;4/6/2023;9.6;826.73;18.9;High;274.8
AST003994;Laptop;Apple;Apple ThinkPad7326;22/4/2023;7.8;1242.93;20.3;High;282.4
AST003995;Monitor;HP;HP ThinkPad1199;10/4/2022;8.1;406.35;32.7;High;180.8
AST003996;Laptop;Dell;Dell ThinkPad6651;7/8/2022;7.5;788.66;28.8;High;322.9
AST003997;Desktop;Acer;Acer ThinkPad6047;16/6/2022;8.7;604.49;30.5;High;248.6
AST003998;Monitor;Dell;Dell Inspiron2435;2/8/2021;7.3;371.86;41;High;205.6
AST003999;Server;Dell;Dell Elite8278;23/2/2021;6.3;3881.01;46.2;Medium;1218.7
AST004000;Laptop;Dell;Dell Pavilion7809;23/7/2020;5.3;849.25;53.3;Medium;322.7
AST004001;Desktop;ASUS;ASUS 8249;25/1/2022;8.5;584.45;35.2;High;270.3
AST004002;Laptop;Dell;Dell ThinkPad3683;3/8/2021;6.5;992.13;40.9;Medium;310.1
AST004003;Monitor;Dell;Dell 7944;23/12/2021;7.4;375.08;36.3;High;211.8
AST004004;Laptop;Dell;Dell Pavilion7786;18/7/2024;10;999.31;5.5;High;288
AST004005;Server;HP;HP Elite2410;6/12/2024;10;4180.23;0.8;High;1233.9
AST004006;Laptop;Lenovo;Lenovo Elite4404;12/2/2022;9.4;978.49;34.6;High;272.5
AST004007;Laptop;Apple;Apple ThinkPad8776;11/10/2023;8.5;1353.4;14.7;High;329.3
AST004008;Desktop;Apple;Apple 9606;15/12/2022;7.4;882.67;24.5;High;273
AST004009;Server;Acer;Acer ThinkPad2083;27/6/2020;7.1;3014.65;54.1;High;1152.7
AST004010;Monitor;Acer;Acer Latitude7156;20/6/2023;9.6;358.35;18.4;High;219.8
AST004011;Laptop;Lenovo;Lenovo Pro1108;6/6/2022;7.4;830.08;30.8;High;319.1
AST004012;Laptop;Dell;Dell Inspiron5478;17/1/2023;9;1043.19;23.5;High;294.7
AST004013;Desktop;Dell;Dell Inspiron3865;22/3/2020;5.5;658.24;57.3;Medium;227.5
AST004014;Laptop;Lenovo;Lenovo Latitude8571;16/4/2020;4.8;643.53;56.5;Medium;309.3
AST004015;Server;Other;Other Pavilion3243;1/6/2021;6.6;3089.37;43;Medium;1293.7
AST004016;Desktop;Dell;Dell Elite4047;13/2/2024;9;810.78;10.6;High;225.7
AST004017;Tablet;HP;HP 7254;24/1/2022;5.6;415.61;35.2;Medium;162.1
AST004018;Desktop;Acer;Acer ThinkPad9037;15/7/2024;9.5;667.4;5.6;High;240.9
AST004019;Desktop;Apple;Apple Pro5947;8/7/2023;8;761.32;17.8;High;272.3
AST004020;Laptop;Dell;Dell 5979;5/2/2023;8.5;1045.4;22.8;High;305.5
AST004021;Laptop;Lenovo;Lenovo Inspiron8593;25/4/2024;9.9;899.92;8.2;High;271.3
AST004022;Laptop;Acer;Acer Elite1439;13/6/2020;4.1;880.87;54.6;Medium;316.6
AST004023;Tablet;Apple;Apple 1040;17/6/2022;6;531.11;30.5;Medium;160.9
AST004024;Laptop;Lenovo;Lenovo Elite5303;23/7/2022;8.3;784.61;29.3;High;296.6
AST004025;Laptop;HP;HP ThinkPad8742;20/2/2020;4.4;962.91;58.3;Medium;277.9
AST004026;Server;Acer;Acer Pro5713;9/11/2022;10;3291.61;25.7;High;1285.5
AST004027;Server;Lenovo;Lenovo Inspiron3938;22/8/2022;8.5;3548;28.3;High;1138.9
AST004028;Desktop;HP;HP Inspiron5009;15/3/2023;8.1;608.46;21.6;High;232.1
AST004029;Desktop;Lenovo;Lenovo Pro2955;7/11/2020;7;572.62;49.8;Medium;251.5
AST004030;Server;Dell;Dell 5541;6/5/2022;7.5;3438.61;31.9;High;1304.6
AST004031;Server;HP;HP Inspiron2093;16/3/2024;9.9;3399.71;9.5;High;1285.3
AST004032;Desktop;Samsung;Samsung Latitude6927;14/3/2024;9.5;678.41;9.6;High;259.3
AST004033;Server;Apple;Apple Latitude8872;14/5/2022;9.6;4875.19;31.6;High;1082.4
AST004034;Desktop;ASUS;ASUS Latitude8144;26/8/2023;8.5;727.19;16.2;High;234.4
AST004035;Desktop;Lenovo;Lenovo 5225;5/7/2020;6.7;650.29;53.9;Medium;240.2
AST004036;Laptop;HP;HP Pavilion8799;13/9/2024;8.2;1010.71;3.6;High;323.4
AST004037;Laptop;Apple;Apple Pavilion2959;8/3/2020;5.1;852.38;57.8;Medium;305
AST004038;Laptop;Dell;Dell ThinkPad9397;17/9/2021;7.3;1084.37;39.5;High;302.8
AST004039;Desktop;Samsung;Samsung Pavilion1287;28/6/2021;7.8;666.94;42.1;High;269.3
AST004040;Laptop;Dell;Dell 5252;6/9/2021;7.3;1018.62;39.8;High;278.5
AST004041;Server;Dell;Dell Elite1958;17/11/2021;6.7;3072.15;37.5;Medium;1118.6
AST004042;Laptop;Apple;Apple Elite6237;16/7/2024;10;1377.68;5.5;High;300.9
AST004043;Laptop;Dell;Dell Inspiron3219;22/8/2023;8.3;812.5;16.3;High;295.6
AST004044;Laptop;Acer;Acer ThinkPad3675;22/10/2022;7;948.03;26.3;Medium;281.9
AST004045;Laptop;Dell;Dell Pro5467;4/1/2021;5.9;1071.05;47.9;Medium;278.5
AST004046;Server;Dell;Dell ThinkPad7873;4/4/2023;9.2;2887.86;20.9;High;1179.4
AST004047;Laptop;Apple;Apple Pavilion6832;17/3/2023;8.8;1050.37;21.5;High;314.9
AST004048;Server;Lenovo;Lenovo Pro5749;14/6/2023;8.6;3701.24;18.6;High;1120.2
AST004049;Laptop;Dell;Dell ThinkPad9677;9/2/2022;6.4;881.33;34.7;Medium;295.3
AST004050;Laptop;Acer;Acer Pavilion2258;20/9/2023;9.3;785.82;15.4;High;293
AST004051;Desktop;HP;HP Latitude4175;28/2/2020;5.4;731.8;58.1;Medium;242.9
AST004052;Monitor;Samsung;Samsung 4002;13/4/2024;10;345.31;8.6;High;194.9
AST004053;Tablet;Acer;Acer 2548;12/10/2024;9.1;503.71;2.6;High;149.1
AST004054;Tablet;Apple;Apple Latitude3738;3/9/2020;3.6;481.89;51.9;Low;141.5
AST004055;Server;HP;HP Latitude6285;14/7/2023;9.8;3461.23;17.6;High;1159.3
AST004056;Monitor;Samsung;Samsung 6180;25/12/2021;7.3;338.29;36.2;High;186.2
AST004057;Desktop;Dell;Dell 5932;20/8/2023;9.7;774.11;16.4;High;268.8
AST004058;Desktop;Lenovo;Lenovo ThinkPad6939;5/9/2024;9.1;665.73;3.8;High;261.8
AST004059;Laptop;Apple;Apple Pro9755;19/3/2022;7.4;1215.29;33.4;High;309.6
AST004060;Laptop;Lenovo;Lenovo Latitude6761;17/11/2023;8.6;759.58;13.5;High;321.5
AST004061;Monitor;HP;HP 3354;14/2/2024;9.7;340.75;10.5;High;184.1
AST004062;Laptop;Samsung;Samsung Pro3243;25/8/2021;4.9;821.82;40.2;Medium;310.4
AST004063;Desktop;Samsung;Samsung Latitude5610;25/8/2024;10;678.15;4.2;High;234.4
AST004064;Laptop;Acer;Acer ThinkPad8944;5/5/2023;8.4;802.57;19.9;High;274.2
AST004065;Smartphone;HP;HP Inspiron6575;23/2/2021;4.7;601.7;46.2;Low;79.9
AST004066;Server;Lenovo;Lenovo Elite2678;25/11/2023;8;3132.99;13.2;High;1240.2
AST004067;Monitor;Dell;Dell Elite3532;1/7/2020;7.4;281.15;54;High;219.3
AST004068;Laptop;Dell;Dell Latitude4622;5/10/2021;6.3;758.25;38.9;Medium;294.8
AST004069;Tablet;Dell;Dell 4087;1/11/2022;5.3;445.91;26;Medium;142.8
AST004070;Desktop;Dell;Dell 9612;1/3/2024;10;614.11;10;High;236.5
AST004071;Laptop;Apple;Apple 9717;10/1/2022;7.3;890.75;35.7;High;271.7
AST004072;Desktop;Dell;Dell Pavilion2867;20/12/2024;9.3;610.2;0.4;High;241.2
AST004073;Laptop;Lenovo;Lenovo Inspiron8544;4/3/2022;6.3;910.66;33.9;Medium;301.7
AST004074;Tablet;Acer;Acer Pro2909;16/9/2020;3.8;350.31;51.5;Low;152.1
AST004075;Tablet;HP;HP 3150;25/3/2024;8.3;521.09;9.2;High;153.2
AST004076;Laptop;Acer;Acer Pro8856;2/10/2021;7;706.25;39;High;293.6
AST004077;Laptop;Samsung;Samsung ThinkPad6104;23/1/2022;8.1;746.04;35.2;High;301.5
AST004078;Desktop;Apple;Apple Pavilion6940;5/2/2024;9.8;817.77;10.8;High;257.7
AST004079;Tablet;Samsung;Samsung Elite8240;27/12/2020;3;337.93;48.1;Low;152
AST004080;Laptop;Lenovo;Lenovo Latitude9570;22/7/2022;8.2;834.75;29.3;High;296.6
AST004081;Monitor;Other;Other 6604;27/4/2020;6.6;343.82;56.1;Medium;213.3
AST004082;Server;HP;HP Elite5991;13/9/2022;8.8;3034.48;27.6;High;1255.8
AST004083;Laptop;HP;HP Pro2943;3/12/2020;8;757.85;48.9;Medium;298.3
AST004084;Laptop;Lenovo;Lenovo Elite3108;23/10/2023;9.5;937.8;14.3;High;299.1
AST004085;Laptop;Lenovo;Lenovo 3332;23/9/2023;6.5;935.54;15.3;Medium;305.4
AST004086;Desktop;HP;HP Pavilion4712;26/6/2022;8.3;658.76;30.2;High;255.7
AST004087;Laptop;Lenovo;Lenovo ThinkPad3053;28/4/2021;7.5;891.91;44.1;High;327.2
AST004088;Tablet;Dell;Dell Elite3133;16/4/2020;1.7;477.05;56.5;Low;144.2
AST004089;Monitor;HP;HP Pro7960;20/12/2020;7.5;375.42;48.4;High;201.7
AST004090;Desktop;Apple;Apple Pavilion2830;23/2/2021;7.7;948.36;46.2;High;245.7
AST004091;Tablet;Lenovo;Lenovo Pro1308;5/6/2023;10;483.23;18.9;High;150.5
AST004092;Desktop;Apple;Apple 8934;22/2/2024;10;947.09;10.3;High;270.5
AST004093;Monitor;Lenovo;Lenovo 8065;11/8/2022;9.3;329.76;28.7;High;203.3
AST004094;Server;ASUS;ASUS Pro4217;17/6/2020;7.5;2468.03;54.5;High;1204.6
AST004095;Monitor;Dell;Dell Pro1537;8/5/2023;9.1;342.18;19.8;High;212.6
AST004096;Server;HP;HP 9412;27/4/2022;8;4180.97;32.2;High;1247.7
AST004097;Laptop;HP;HP Latitude1971;17/5/2023;9.4;1029.08;19.5;High;318.7
AST004098;Desktop;Acer;Acer Inspiron2948;28/3/2021;9.1;539.69;45.1;High;231.2
AST004099;Desktop;Dell;Dell ThinkPad1709;4/7/2023;9.6;711.49;17.9;High;239.8
AST004100;Monitor;HP;HP Pro5942;21/6/2023;7.5;379.17;18.4;High;206.1
AST004101;Laptop;Samsung;Samsung Pavilion1168;15/10/2021;6.7;662.88;38.5;Medium;310.5
AST004102;Monitor;Apple;Apple 2581;3/10/2023;7.9;445.13;14.9;High;187
AST004103;Laptop;HP;HP 3028;12/4/2022;7.4;920.73;32.7;High;311
AST004104;Desktop;Dell;Dell Latitude4365;22/8/2023;8;790.98;16.3;High;266.6
AST004105;Laptop;Other;Other Latitude4277;7/1/2021;5.3;793.2;47.8;Medium;281.5
AST004106;Laptop;Dell;Dell Elite6759;11/3/2022;7.5;937.99;33.7;High;309
AST004107;Desktop;Lenovo;Lenovo Pro2487;26/6/2022;8.6;532.09;30.2;High;258.4
AST004108;Tablet;Dell;Dell Elite5544;3/8/2022;7.8;389.04;28.9;High;154.8
AST004109;Laptop;ASUS;ASUS Latitude6698;21/7/2021;5.5;787.26;41.4;Medium;288.7
AST004110;Server;HP;HP ThinkPad3630;20/7/2022;7.7;3306.98;29.4;High;1102.7
AST004111;Desktop;Lenovo;Lenovo 9202;27/6/2022;7.4;605.58;30.2;High;267.3
AST004112;Laptop;Apple;Apple 4962;5/12/2020;4.6;839.66;48.9;Medium;320.5
AST004113;Tablet;Other;Other Latitude2119;10/6/2024;6.2;463.08;6.7;Medium;161.7
AST004114;Laptop;Apple;Apple Pro1229;2/11/2021;7.5;1156.05;37.9;High;270.9
AST004115;Laptop;Lenovo;Lenovo Latitude4555;17/7/2022;6.3;829.21;29.5;Medium;294.3
AST004116;Laptop;Lenovo;Lenovo Pavilion4138;17/8/2024;10;755.66;4.5;High;282.5
AST004117;Desktop;Apple;Apple ThinkPad3814;13/8/2022;9.1;768.11;28.6;High;248.7
AST004118;Laptop;Apple;Apple 9800;16/10/2024;10;1269.87;2.5;High;270.7
AST004119;Monitor;Apple;Apple Pro2616;15/3/2021;7;418.84;45.6;Medium;212.1
AST004120;Smartphone;Dell;Dell Elite9260;7/8/2020;2.7;442.76;52.8;Low;77.7
AST004121;Laptop;Lenovo;Lenovo 8777;19/5/2023;6.6;727.64;19.4;Medium;282.3
AST004122;Desktop;Lenovo;Lenovo ThinkPad4033;18/2/2022;6.7;510.73;34.4;Medium;237.6
AST004123;Laptop;Apple;Apple Inspiron2758;16/6/2024;8.7;1063.86;6.5;High;315.3
AST004124;Server;ASUS;ASUS Elite6813;7/8/2022;10;2828.13;28.8;High;1147.5
AST004125;Laptop;Samsung;Samsung Inspiron7948;19/8/2023;9.4;925.13;16.4;High;296
AST004126;Desktop;Dell;Dell Elite9425;16/8/2021;9.3;545.33;40.5;High;239.9
AST004127;Laptop;HP;HP Elite7677;22/7/2021;9.8;851.77;41.3;High;315
AST004128;Tablet;Dell;Dell Pro6149;18/10/2020;3.3;457.26;50.4;Low;161.1
AST004129;Monitor;Lenovo;Lenovo Pro8633;9/11/2023;10;275.49;13.7;High;193.2
AST004130;Laptop;Dell;Dell Pro9515;8/3/2021;7.1;973.86;45.8;High;298.7
AST004131;Laptop;Dell;Dell Elite9123;19/9/2021;3.9;1061.86;39.4;Low;309.8
AST004132;Laptop;Apple;Apple 6918;27/7/2021;7.5;1143.26;41.2;High;270.3
AST004133;Monitor;HP;HP Pavilion5723;16/8/2022;10;417.98;28.5;High;205.1
AST004134;Tablet;HP;HP Latitude1665;8/4/2022;8;446.3;32.8;High;160.9
AST004135;Server;ASUS;ASUS Pro6375;1/11/2021;8.3;2885.67;38;High;1315.8
AST004136;Laptop;Apple;Apple Inspiron2895;23/6/2023;8.5;1301.24;18.3;High;310.1
AST004137;Desktop;Acer;Acer Inspiron5646;26/8/2023;10;580.39;16.2;High;230.7
AST004138;Desktop;Other;Other Inspiron6111;1/8/2023;8.7;608.8;17;High;259.4
AST004139;Laptop;ASUS;ASUS Pavilion8273;1/7/2024;9.7;1000.82;6;High;302
AST004140;Desktop;Apple;Apple Elite7672;15/4/2021;6;868.47;44.5;Medium;231.5
AST004141;Server;Lenovo;Lenovo ThinkPad8011;28/5/2021;8.8;3241.31;43.1;High;1120.5
AST004142;Laptop;HP;HP Elite2140;26/8/2024;10;878.05;4.2;High;288.3
AST004143;Laptop;HP;HP 8793;9/10/2024;9.3;1025.43;2.7;High;294.3
